Gain [dB],Phase [rad],Amplitude [dBm],Frequency [Hz]
3.335,4.163122781121856,-43.0052490234375,5959400000.0
3.335,4.241125081608884,-43.265235900878906,5959400000.0
3.335,4.320127411589338,-42.9470329284668,5959400000.0
3.335,4.398129712076368,-43.04861068725586,5959400000.0
3.335,4.477132042056821,-43.23766708374024,5959400000.0
3.335,4.555134342543851,-42.95668029785156,5959400000.0
3.335,4.634136672524304,-43.18936920166016,5959400000.0
3.335,4.712138973011333,-42.76303482055664,5959400000.0
3.335,4.791141302991787,-43.17542266845703,5959400000.0
3.335,4.8691436034788165,-43.145050048828125,5959400000.0
3.335,4.94814593345927,-42.79704284667969,5959400000.0
3.335,5.027148263439723,-42.68974685668945,5959400000.0
3.335,5.1051505639267525,-43.27388381958008,5959400000.0
3.335,5.184152893907206,-43.36666488647461,5959400000.0
3.335,5.262155194394235,-42.943016052246094,5959400000.0
3.335,5.3411575243746885,-42.91581726074219,5959400000.0
3.335,5.419159824861718,-43.13078308105469,5959400000.0
3.335,5.498162154842172,-42.99630355834961,5959400000.0
3.335,5.576164455329201,-43.14168930053711,5959400000.0
3.335,5.655166785309655,-43.26869201660156,5959400000.0
3.335,5.733169085796684,-43.08659744262695,5959400000.0
3.335,5.812171415777137,-42.95426559448242,5959400000.0
3.335,5.890173716264167,-43.40576553344727,5959400000.0
3.335,5.969176046244621,-42.58356094360352,5959400000.0
3.335,6.048178376225073,-42.89592742919922,5959400000.0
3.335,6.126180676712103,-43.15852355957031,5959400000.0
3.335,6.205183006692557,-43.05107879638672,5959400000.0
3.335,6.283185307179586,-43.21624755859375,5959400000.0
3.4467,0.0,-43.5169792175293,5959400000.0
3.4467,0.07900232998045317,-42.97685241699219,5959400000.0
3.4467,0.1570046304674829,-42.85799026489258,5959400000.0
3.4467,0.23600696044793606,-43.105716705322266,5959400000.0
3.4467,0.3140092609349658,-43.01829528808594,5959400000.0
3.4467,0.393011590915419,-43.17711639404297,5959400000.0
3.4467,0.4710138914024486,-43.6189079284668,5959400000.0
3.4467,0.550016221382902,-43.09074783325195,5959400000.0
3.4467,0.6280185218699316,-43.14001083374024,5959400000.0
3.4467,0.7070208518503847,-42.991432189941406,5959400000.0
3.4467,0.7850231523374145,-42.30392074584961,5959400000.0
3.4467,0.8640254823178676,-42.815704345703125,5959400000.0
3.4467,0.9420277828048972,-43.39952087402344,5959400000.0
3.4467,1.0210301127853505,-43.06013870239258,5959400000.0
3.4467,1.100032442765804,-42.652809143066406,5959400000.0
3.4467,1.1780347432528333,-42.94221496582031,5959400000.0
3.4467,1.2570370732332865,-43.075828552246094,5959400000.0
3.4467,1.3350393737203163,-43.29037094116211,5959400000.0
3.4467,1.4140417037007693,-43.14085006713867,5959400000.0
3.4467,1.4920440041877991,-42.873756408691406,5959400000.0
3.4467,1.5710463341682523,-43.34900665283203,5959400000.0
3.4467,1.649048634655282,-42.92539978027344,5959400000.0
3.4467,1.7280509646357352,-42.48279571533203,5959400000.0
3.4467,1.8060532651227648,-42.948638916015625,5959400000.0
3.4467,1.885055595103218,-43.02483367919922,5959400000.0
3.4467,1.963057895590248,-43.47777557373047,5959400000.0
3.4467,2.042060225570701,-42.64081573486328,5959400000.0
3.4467,2.121062555551154,-43.00730895996094,5959400000.0
3.4467,2.199064856038184,-42.55998611450195,5959400000.0
3.4467,2.278067186018637,-43.82237243652344,5959400000.0
3.4467,2.3560694865056666,-43.17965698242188,5959400000.0
3.4467,2.4350718164861203,-43.1559944152832,5959400000.0
3.4467,2.5130741169731494,-42.8587760925293,5959400000.0
3.4467,2.592076446953603,-43.45063018798828,5959400000.0
3.4467,2.6700787474406327,-43.12240982055664,5959400000.0
3.4467,2.749081077421086,-42.56005096435547,5959400000.0
3.4467,2.8270833779081155,-43.35871124267578,5959400000.0
3.4467,2.9060857078885687,-42.79316329956055,5959400000.0
3.4467,2.9850880378690214,-43.12910842895508,5959400000.0
3.4467,3.0630903383560515,-42.85799026489258,5959400000.0
3.4467,3.1420926683365047,-43.23423004150391,5959400000.0
3.4467,3.2200949688235347,-43.31565475463867,5959400000.0
3.4467,3.299097298803987,-43.09905624389648,5959400000.0
3.4467,3.377099599291017,-43.62641525268555,5959400000.0
3.4467,3.4561019292714703,-43.02892303466797,5959400000.0
3.4467,3.5341042297585,-42.70035552978516,5959400000.0
3.4467,3.6131065597389536,-42.86429214477539,5959400000.0
3.4467,3.6911088602259827,-42.50740432739258,5959400000.0
3.4467,3.770111190206436,-42.99386978149414,5959400000.0
3.4467,3.848113490693466,-42.62587356567383,5959400000.0
3.4467,3.927115820673919,-42.948638916015625,5959400000.0
3.4467,4.006118150654372,-42.97604370117188,5959400000.0
3.4467,4.084120451141402,-43.64335632324219,5959400000.0
3.4467,4.163122781121856,-42.41120910644531,5959400000.0
3.4467,4.241125081608884,-43.279083251953125,5959400000.0
3.4467,4.320127411589338,-43.37197494506836,5959400000.0
3.4467,4.398129712076368,-42.7285270690918,5959400000.0
3.4467,4.477132042056821,-42.83993148803711,5959400000.0
3.4467,4.555134342543851,-43.35782623291016,5959400000.0
3.4467,4.634136672524304,-43.015846252441406,5959400000.0
3.4467,4.712138973011333,-42.98981094360352,5959400000.0
3.4467,4.791141302991787,-43.3569450378418,5959400000.0
3.4467,4.8691436034788165,-43.33932495117188,5959400000.0
3.4467,4.94814593345927,-43.159366607666016,5959400000.0
3.4467,5.027148263439723,-42.668601989746094,5959400000.0
3.4467,5.1051505639267525,-43.42634582519531,5959400000.0
3.4467,5.184152893907206,-43.31303024291992,5959400000.0
3.4467,5.262155194394235,-43.15178298950195,5959400000.0
3.4467,5.3411575243746885,-43.24884414672852,5959400000.0
3.4467,5.419159824861718,-43.026466369628906,5959400000.0
3.4467,5.498162154842172,-43.01013946533203,5959400000.0
3.4467,5.576164455329201,-43.588077545166016,5959400000.0
3.4467,5.655166785309655,-43.03055953979492,5959400000.0
3.4467,5.733169085796684,-42.6678466796875,5959400000.0
3.4467,5.812171415777137,-43.09822463989258,5959400000.0
3.4467,5.890173716264167,-43.25056457519531,5959400000.0
3.4467,5.969176046244621,-43.01747894287109,5959400000.0
3.4467,6.048178376225073,-42.98251724243164,5959400000.0
3.4467,6.126180676712103,-42.78232192993164,5959400000.0
3.4467,6.205183006692557,-43.24196243286133,5959400000.0
3.4467,6.283185307179586,-42.93019485473633,5959400000.0
3.5583,0.0,-42.64081573486328,5959400000.0
3.5583,0.07900232998045317,-42.88482666015625,5959400000.0
3.5583,0.1570046304674829,-42.87691879272461,5959400000.0
3.5583,0.23600696044793606,-43.60393524169922,5959400000.0
3.5583,0.3140092609349658,-42.74996566772461,5959400000.0
3.5583,0.393011590915419,-42.724708557128906,5959400000.0
3.5583,0.4710138914024486,-43.033016204833984,5959400000.0
3.5583,0.550016221382902,-42.76226425170898,5959400000.0
3.5583,0.6280185218699316,-42.97038650512695,5959400000.0
3.5583,0.7070208518503847,-43.692665100097656,5959400000.0
3.5583,0.7850231523374145,-42.96393203735352,5959400000.0
3.5583,0.8640254823178676,-43.07169342041016,5959400000.0
3.5583,0.9420277828048972,-43.30866241455078,5959400000.0
3.5583,1.0210301127853505,-43.36754989624024,5959400000.0
3.5583,1.100032442765804,-43.50783157348633,5959400000.0
3.5583,1.1780347432528333,-42.43184661865234,5959400000.0
3.5583,1.2570370732332865,-43.01421356201172,5959400000.0
3.5583,1.3350393737203163,-42.551177978515625,5959400000.0
3.5583,1.4140417037007693,-42.66182708740234,5959400000.0
3.5583,1.4920440041877991,-43.37995529174805,5959400000.0
3.5583,1.5710463341682523,-43.08162307739258,5959400000.0
3.5583,1.649048634655282,-43.26436996459961,5959400000.0
3.5583,1.7280509646357352,-43.29471969604492,5959400000.0
3.5583,1.8060532651227648,-43.274749755859375,5959400000.0
3.5583,1.885055595103218,-43.2411003112793,5959400000.0
3.5583,1.963057895590248,-42.38078689575195,5959400000.0
3.5583,2.042060225570701,-42.9398078918457,5959400000.0
3.5583,2.121062555551154,-42.55851745605469,5959400000.0
3.5583,2.199064856038184,-43.01666259765625,5959400000.0
3.5583,2.278067186018637,-43.0028076171875,5959400000.0
3.5583,2.3560694865056666,-42.801700592041016,5959400000.0
3.5583,2.4350718164861203,-42.4347038269043,5959400000.0
3.5583,2.5130741169731494,-43.05107879638672,5959400000.0
3.5583,2.592076446953603,-42.89196014404297,5959400000.0
3.5583,2.6700787474406327,-43.26177978515625,5959400000.0
3.5583,2.749081077421086,-43.04121780395508,5959400000.0
3.5583,2.8270833779081155,-42.97361755371094,5959400000.0
3.5583,2.9060857078885687,-43.52064514160156,5959400000.0
3.5583,2.9850880378690214,-43.16105270385742,5959400000.0
3.5583,3.0630903383560515,-43.0799674987793,5959400000.0
3.5583,3.1420926683365047,-43.50143814086914,5959400000.0
3.5583,3.2200949688235347,-43.21453857421875,5959400000.0
3.5583,3.299097298803987,-43.0560188293457,5959400000.0
3.5583,3.377099599291017,-43.17965698242188,5959400000.0
3.5583,3.4561019292714703,-43.67173385620117,5959400000.0
3.5583,3.5341042297585,-42.87612915039063,5959400000.0
3.5583,3.6131065597389536,-43.30430221557617,5959400000.0
3.5583,3.6911088602259827,-42.97604370117188,5959400000.0
3.5583,3.770111190206436,-43.25487518310547,5959400000.0
3.5583,3.848113490693466,-42.99305725097656,5959400000.0
3.5583,3.927115820673919,-43.27821731567383,5959400000.0
3.5583,4.006118150654372,-43.33844757080078,5959400000.0
3.5583,4.084120451141402,-43.105716705322266,5959400000.0
3.5583,4.163122781121856,-42.67161560058594,5959400000.0
3.5583,4.241125081608884,-42.69126129150391,5959400000.0
3.5583,4.320127411589338,-42.850128173828125,5959400000.0
3.5583,4.398129712076368,-43.29994201660156,5959400000.0
3.5583,4.477132042056821,-42.96715927124024,5959400000.0
3.5583,4.555134342543851,-43.10655212402344,5959400000.0
3.5583,4.634136672524304,-43.53993606567383,5959400000.0
3.5583,4.712138973011333,-42.83993148803711,5959400000.0
3.5583,4.791141302991787,-43.57506561279297,5959400000.0
3.5583,4.8691436034788165,-43.28168487548828,5959400000.0
3.5583,4.94814593345927,-43.28168487548828,5959400000.0
3.5583,5.027148263439723,-43.7117805480957,5959400000.0
3.5583,5.1051505639267525,-42.98899841308594,5959400000.0
3.5583,5.184152893907206,-43.03875732421875,5959400000.0
3.5583,5.262155194394235,-42.94622802734375,5959400000.0
3.5583,5.3411575243746885,-42.4404182434082,5959400000.0
3.5583,5.419159824861718,-43.050254821777344,5959400000.0
3.5583,5.498162154842172,-42.85405731201172,5959400000.0
3.5583,5.576164455329201,-42.98656845092773,5959400000.0
3.5583,5.655166785309655,-43.2842903137207,5959400000.0
3.5583,5.733169085796684,-42.97200393676758,5959400000.0
