Gain [dB],Phase [rads.],Amplitude [dBm],Frequency [Hz]
4.111392405063291,2.704155701824126,1.3718804109918848e-13,0.0
4.111392405063291,2.783689693054247,8.587300350683495e-14,0.0
4.111392405063291,2.863223684284369,2.1048370438802306e-14,0.0
4.111392405063291,2.94275767551449,1.6507488171054822e-13,0.0
4.111392405063291,3.022291666744611,6.76305015524727e-14,0.0
4.111392405063291,3.1018256579747328,3.8849848573306274e-14,0.0
4.111392405063291,3.181359649204854,3.436135531274217e-14,0.0
4.111392405063291,3.2608936404349755,1.6035077736744464e-13,0.0
4.111392405063291,3.3404276316650967,2.987965067468471e-14,0.0
4.111392405063291,3.419961622895218,7.433574940619074e-14,0.0
4.111392405063291,3.4994956141253395,1.3418754179467082e-14,0.0
4.111392405063291,3.5790296053554607,2.3509105521274193e-14,0.0
4.111392405063291,3.6585635965855823,6.581420730620462e-13,0.0
4.111392405063291,3.7380975878157034,9.337994335619137e-14,0.0
4.111392405063291,3.817631579045825,6.21623408187375e-14,0.0
4.111392405063291,3.8971655702759462,4.982249056469483e-13,0.0
4.111392405063291,3.9766995615060674,2.1184601596072625e-13,0.0
4.111392405063291,4.056233552736189,6.130902844016582e-16,0.0
4.111392405063291,4.135767543966311,2.2048671627166745e-13,0.0
4.111392405063291,4.215301535196431,1.1176245904733747e-12,0.0
4.111392405063291,4.294835526426553,3.272380856630003e-14,0.0
4.111392405063291,4.374369517656675,2.397600877241696e-14,0.0
4.111392405063291,4.453903508886795,1.5680339512795377e-13,0.0
4.111392405063291,4.533437500116917,2.5424342424121647e-13,0.0
4.111392405063291,4.6129714913470385,3.172234595839956e-13,0.0
4.111392405063291,4.692505482577159,2.811845824816001e-14,0.0
4.111392405063291,4.772039473807281,8.874504636044859e-13,0.0
4.111392405063291,4.8515734650374025,2.172548800875854e-13,0.0
4.111392405063291,4.931107456267524,1.10427616806578e-12,0.0
4.111392405063291,5.010641447497645,7.130542812757715e-14,0.0
4.111392405063291,5.0901754387277665,7.098084693721263e-13,0.0
4.111392405063291,5.169709429957888,7.001221104079181e-13,0.0
4.111392405063291,5.249243421188009,4.551547327253179e-13,0.0
4.111392405063291,5.32877741241813,4.039149292946622e-13,0.0
4.111392405063291,5.408311403648252,9.821303226555449e-14,0.0
4.111392405063291,5.487845394878374,3.1525035786311124e-13,0.0
4.111392405063291,5.567379386108494,5.608950629313805e-13,0.0
4.111392405063291,5.646913377338616,3.452125612246019e-13,0.0
4.111392405063291,5.726447368568738,2.6437705790387526e-12,0.0
4.111392405063291,5.805981359798858,1.463456822889849e-13,0.0
4.111392405063291,5.88551535102898,3.0274317225264965e-13,0.0
4.111392405063291,5.9650493422591016,8.52857679586285e-14,0.0
4.111392405063291,6.044583333489222,2.173662812170276e-14,0.0
4.111392405063291,6.124117324719344,1.0038158350195677e-13,0.0
4.111392405063291,6.2036513159494655,3.5592008332379715e-14,0.0
4.111392405063291,6.283185307179586,4.18167490070121e-14,0.0
4.167088607594937,0.0,1.991317388128015e-14,0.0
4.167088607594937,0.07953399123012135,1.9154681305419413e-14,0.0
4.167088607594937,0.1590679824602427,2.0021614985064294e-12,0.0
4.167088607594937,0.23860197369036407,1.3091231536830342e-13,0.0
4.167088607594937,0.3181359649204854,6.262451768953759e-14,0.0
4.167088607594937,0.39766995615060674,2.55293250106522e-12,0.0
4.167088607594937,0.47720394738072813,1.6456469608398425e-13,0.0
4.167088607594937,0.5567379386108494,7.94372142274321e-14,0.0
4.167088607594937,0.6362719298409708,6.554006603071781e-14,0.0
4.167088607594937,0.7158059210710922,7.19366750991105e-14,0.0
4.167088607594937,0.7953399123012135,3.544848695813376e-14,0.0
4.167088607594937,0.8748739035313349,1.98694449135315e-12,0.0
4.167088607594937,0.9544078947614563,1.7842119169816137e-13,0.0
4.167088607594937,1.0339418859915777,7.067679156964818e-13,0.0
4.167088607594937,1.1134758772216988,2.859070690081677e-13,0.0
4.167088607594937,1.1930098684518202,3.8333490176054084e-13,0.0
4.167088607594937,1.2725438596819416,1.1408243716047856e-13,0.0
4.167088607594937,1.352077850912063,6.773192219836902e-14,0.0
4.167088607594937,1.4316118421421844,7.481111819827585e-13,0.0
4.167088607594937,1.5111458333723056,1.1127995327642731e-13,0.0
4.167088607594937,1.590679824602427,1.2297043798103595e-13,0.0
4.167088607594937,1.6702138158325484,2.3327177489222163e-14,0.0
4.167088607594937,1.7497478070626697,1.9042997414554864e-13,0.0
4.167088607594937,1.8292817982927911,1.8191721125905803e-13,0.0
4.167088607594937,1.9088157895229125,6.034332448003974e-14,0.0
4.167088607594937,1.9883497807530337,6.045800951053023e-13,0.0
4.167088607594937,2.0678837719831553,1.1747689714888731e-15,0.0
4.167088607594937,2.1474177632132765,2.1810039655766572e-13,0.0
4.167088607594937,2.2269517544433977,2.936723735145742e-14,0.0
4.167088607594937,2.3064857456735193,1.2968540618467811e-14,0.0
4.167088607594937,2.3860197369036404,1.6514882036894156e-13,0.0
4.167088607594937,2.465553728133762,2.879164171839106e-14,0.0
4.167088607594937,2.5450877193638832,5.299445470291693e-14,0.0
4.167088607594937,2.6246217105940044,6.861709789987873e-14,0.0
4.167088607594937,2.704155701824126,6.473251822562164e-15,0.0
4.167088607594937,2.783689693054247,9.353225338431438e-14,0.0
4.167088607594937,2.863223684284369,1.4749847131704212e-14,0.0
4.167088607594937,2.94275767551449,5.772134059387111e-15,0.0
4.167088607594937,3.022291666744611,5.751469823166222e-14,0.0
4.167088607594937,3.1018256579747328,1.494028674495604e-14,0.0
4.167088607594937,3.181359649204854,1.2615887357201852e-14,0.0
4.167088607594937,3.2608936404349755,6.292143638236357e-14,0.0
4.167088607594937,3.3404276316650967,1.0400931425803428e-13,0.0
4.167088607594937,3.419961622895218,2.034681900669096e-13,0.0
4.167088607594937,3.4994956141253395,4.560374553071043e-14,0.0
4.167088607594937,3.5790296053554607,9.905886738802262e-13,0.0
4.167088607594937,3.6585635965855823,1.763707558294792e-14,0.0
4.167088607594937,3.7380975878157034,2.158988468255851e-13,0.0
4.167088607594937,3.817631579045825,6.096450866514326e-13,0.0
4.167088607594937,3.8971655702759462,7.368404017917119e-14,0.0
4.167088607594937,3.9766995615060674,1.3119113420368395e-15,0.0
4.167088607594937,4.056233552736189,1.681725841967013e-14,0.0
4.167088607594937,4.135767543966311,9.449260621659437e-16,0.0
4.167088607594937,4.215301535196431,4.057225328668858e-14,0.0
4.167088607594937,4.294835526426553,3.854177875257309e-14,0.0
4.167088607594937,4.374369517656675,1.921604689033339e-13,0.0
4.167088607594937,4.453903508886795,2.1035450653757931e-13,0.0
4.167088607594937,4.533437500116917,2.0266714097993932e-13,0.0
4.167088607594937,4.6129714913470385,1.4877181828374968e-13,0.0
4.167088607594937,4.692505482577159,2.641755052413057e-13,0.0
4.167088607594937,4.772039473807281,2.0068768932589652e-13,0.0
4.167088607594937,4.8515734650374025,7.316838060032851e-14,0.0
4.167088607594937,4.931107456267524,1.9571912213302453e-13,0.0
4.167088607594937,5.010641447497645,3.6224733806003704e-13,0.0
4.167088607594937,5.0901754387277665,1.134717974124989e-12,0.0
4.167088607594937,5.169709429957888,1.0055462620007311e-13,0.0
4.167088607594937,5.249243421188009,1.5282135325922126e-13,0.0
4.167088607594937,5.32877741241813,1.593208565190516e-13,0.0
4.167088607594937,5.408311403648252,7.740146298204078e-14,0.0
4.167088607594937,5.487845394878374,1.7911496704764718e-13,0.0
4.167088607594937,5.567379386108494,3.569929464837289e-13,0.0
4.167088607594937,5.646913377338616,6.09596121328329e-14,0.0
4.167088607594937,5.726447368568738,1.0621590994675009e-13,0.0
4.167088607594937,5.805981359798858,3.6585516691943936e-13,0.0
4.167088607594937,5.88551535102898,4.4710668980710457e-14,0.0
4.167088607594937,5.9650493422591016,5.993150921893965e-13,0.0
4.167088607594937,6.044583333489222,1.7302573218540653e-13,0.0
4.167088607594937,6.124117324719344,8.149041244971477e-13,0.0
4.167088607594937,6.2036513159494655,3.050385337662048e-13,0.0
4.167088607594937,6.283185307179586,1.9913173828043002e-14,0.0
4.222784810126583,0.0,6.675235832382576e-14,0.0
4.222784810126583,0.07953399123012135,2.0494953927381538e-13,0.0
4.222784810126583,0.1590679824602427,7.412243759471783e-14,0.0
4.222784810126583,0.23860197369036407,1.0748437466128699e-14,0.0
4.222784810126583,0.3181359649204854,2.3836480483912146e-14,0.0
4.222784810126583,0.39766995615060674,2.4334006781480253e-13,0.0
4.222784810126583,0.47720394738072813,3.592001849941013e-13,0.0
4.222784810126583,0.5567379386108494,6.317839235440508e-13,0.0
4.222784810126583,0.6362719298409708,1.4047830910615391e-13,0.0
4.222784810126583,0.7158059210710922,1.0025969765626784e-13,0.0
4.222784810126583,0.7953399123012135,8.420350924361105e-13,0.0
4.222784810126583,0.8748739035313349,1.3257684068629643e-13,0.0
4.222784810126583,0.9544078947614563,1.0733295015648461e-12,0.0
4.222784810126583,1.0339418859915777,6.981526059640175e-13,0.0
4.222784810126583,1.1134758772216988,1.2049923005454257e-13,0.0
4.222784810126583,1.1930098684518202,1.404718377124678e-13,0.0
4.222784810126583,1.2725438596819416,5.337582194710914e-13,0.0
4.222784810126583,1.352077850912063,2.2556416281084836e-13,0.0
4.222784810126583,1.4316118421421844,1.9073293891435204e-13,0.0
4.222784810126583,1.5111458333723056,7.14250844095472e-14,0.0
4.222784810126583,1.590679824602427,5.040668331585457e-13,0.0
4.222784810126583,1.6702138158325484,7.673286093250905e-13,0.0
4.222784810126583,1.7497478070626697,3.4969102162280693e-13,0.0
4.222784810126583,1.8292817982927911,9.80483453317369e-14,0.0
4.222784810126583,1.9088157895229125,2.845920856155691e-14,0.0
4.222784810126583,1.9883497807530337,5.805821333510344e-14,0.0
4.222784810126583,2.0678837719831553,1.8182131209193706e-14,0.0
4.222784810126583,2.1474177632132765,7.210089334929567e-14,0.0
4.222784810126583,2.2269517544433977,6.4775662580817695e-15,0.0
4.222784810126583,2.3064857456735193,3.534518089270472e-14,0.0
4.222784810126583,2.3860197369036404,1.7496756678284217e-13,0.0
4.222784810126583,2.465553728133762,4.530380348572069e-15,0.0
4.222784810126583,2.5450877193638832,4.528196737824317e-14,0.0
4.222784810126583,2.6246217105940044,4.4277999334354205e-15,0.0
4.222784810126583,2.704155701824126,1.2926798283598495e-12,0.0
4.222784810126583,2.783689693054247,1.0736775344152785e-13,0.0
4.222784810126583,2.863223684284369,5.5876106504697586e-14,0.0
4.222784810126583,2.94275767551449,1.512490738348818e-13,0.0
4.222784810126583,3.022291666744611,1.0248106915108101e-13,0.0
4.222784810126583,3.1018256579747328,2.3590683725267647e-14,0.0
4.222784810126583,3.181359649204854,1.9687984700463783e-14,0.0
4.222784810126583,3.2608936404349755,1.318710564864509e-13,0.0
4.222784810126583,3.3404276316650967,1.0543471272720577e-13,0.0
4.222784810126583,3.419961622895218,6.068092532118962e-15,0.0
4.222784810126583,3.4994956141253395,1.261264540992547e-14,0.0
4.222784810126583,3.5790296053554607,4.795379110292463e-14,0.0
4.222784810126583,3.6585635965855823,2.0567484928933543e-14,0.0
4.222784810126583,3.7380975878157034,3.4963895407738564e-14,0.0
4.222784810126583,3.817631579045825,1.3227796894883838e-12,0.0
4.222784810126583,3.8971655702759462,6.415917520097442e-15,0.0
4.222784810126583,3.9766995615060674,7.064906468192796e-14,0.0
4.222784810126583,4.056233552736189,3.4345248644468726e-13,0.0
4.222784810126583,4.135767543966311,1.0260820453462485e-14,0.0
4.222784810126583,4.215301535196431,2.2008140866371137e-14,0.0
4.222784810126583,4.294835526426553,1.0092220776921267e-13,0.0
4.222784810126583,4.374369517656675,1.4553608486554758e-14,0.0
4.222784810126583,4.453903508886795,2.978148012032889e-15,0.0
4.222784810126583,4.533437500116917,1.0229155896944555e-13,0.0
4.222784810126583,4.6129714913470385,2.1622421910872348e-13,0.0
4.222784810126583,4.692505482577159,1.7956532286111884e-12,0.0
4.222784810126583,4.772039473807281,1.1608040542578853e-12,0.0
4.222784810126583,4.8515734650374025,9.645638484447977e-13,0.0
4.222784810126583,4.931107456267524,1.3746157852647406e-13,0.0
4.222784810126583,5.010641447497645,7.943781433061477e-13,0.0
4.222784810126583,5.0901754387277665,1.5371637780436018e-13,0.0
4.222784810126583,5.169709429957888,1.218442974867748e-13,0.0
4.222784810126583,5.249243421188009,1.5038842977351816e-13,0.0
4.222784810126583,5.32877741241813,2.0913776909662592e-13,0.0
4.222784810126583,5.408311403648252,8.948702513465499e-13,0.0
4.222784810126583,5.487845394878374,6.350506909736938e-14,0.0
4.222784810126583,5.567379386108494,6.0605925491229e-13,0.0
4.222784810126583,5.646913377338616,4.001098875128233e-13,0.0
4.222784810126583,5.726447368568738,4.269288064439094e-13,0.0
4.222784810126583,5.805981359798858,2.3435922027656144e-13,0.0
4.222784810126583,5.88551535102898,9.349560203484679e-14,0.0
4.222784810126583,5.9650493422591016,5.184239112131254e-14,0.0
4.222784810126583,6.044583333489222,4.157344565502151e-14,0.0
4.222784810126583,6.124117324719344,2.512603299409361e-13,0.0
4.222784810126583,6.2036513159494655,1.3099926483327948e-13,0.0
4.222784810126583,6.283185307179586,2.0892794293612147e-12,0.0
4.2784810126582276,0.0,3.5995759166934444e-13,0.0
4.2784810126582276,0.07953399123012135,4.858918413833865e-13,0.0
4.2784810126582276,0.1590679824602427,4.2796541206947967e-13,0.0
4.2784810126582276,0.23860197369036407,1.192009224650415e-13,0.0
4.2784810126582276,0.3181359649204854,9.223899038468567e-14,0.0
4.2784810126582276,0.39766995615060674,1.4362993801836555e-13,0.0
4.2784810126582276,0.47720394738072813,4.626290877613703e-14,0.0
4.2784810126582276,0.5567379386108494,9.23826036839548e-13,0.0
4.2784810126582276,0.6362719298409708,1.0857419354827478e-14,0.0
4.2784810126582276,0.7158059210710922,5.620535825039725e-14,0.0
4.2784810126582276,0.7953399123012135,7.541036858540998e-14,0.0
4.2784810126582276,0.8748739035313349,1.1083547752081699e-13,0.0
4.2784810126582276,0.9544078947614563,1.8659796639311012e-13,0.0
4.2784810126582276,1.0339418859915777,1.4693431295366265e-13,0.0
4.2784810126582276,1.1134758772216988,8.704315442101835e-14,0.0
4.2784810126582276,1.1930098684518202,3.216386755335247e-13,0.0
4.2784810126582276,1.2725438596819416,3.837264400032604e-13,0.0
4.2784810126582276,1.352077850912063,3.256151587793561e-13,0.0
4.2784810126582276,1.4316118421421844,4.908492017347961e-13,0.0
4.2784810126582276,1.5111458333723056,8.854389056249433e-14,0.0
4.2784810126582276,1.590679824602427,3.0148701972695375e-14,0.0
4.2784810126582276,1.6702138158325484,2.40621140936161e-13,0.0
4.2784810126582276,1.7497478070626697,7.998934339771088e-14,0.0
4.2784810126582276,1.8292817982927911,5.696026156238309e-14,0.0
4.2784810126582276,1.9088157895229125,7.374561883101008e-15,0.0
4.2784810126582276,1.9883497807530337,3.2906891221935723e-13,0.0
4.2784810126582276,2.0678837719831553,2.453193426057858e-13,0.0
4.2784810126582276,2.1474177632132765,4.0270163853636884e-14,0.0
4.2784810126582276,2.2269517544433977,2.2759289166100817e-13,0.0
4.2784810126582276,2.3064857456735193,1.8951657296248202e-14,0.0
4.2784810126582276,2.3860197369036404,1.3362862162419269e-14,0.0
4.2784810126582276,2.465553728133762,4.0049511150073665e-14,0.0
4.2784810126582276,2.5450877193638832,1.3194362536940187e-12,0.0
4.2784810126582276,2.6246217105940044,1.085376952380733e-13,0.0
4.2784810126582276,2.704155701824126,2.8837692601700127e-14,0.0
4.2784810126582276,2.783689693054247,6.835610877950876e-14,0.0
4.2784810126582276,2.863223684284369,4.6154830696445054e-15,0.0
4.2784810126582276,2.94275767551449,1.214178663128327e-12,0.0
4.2784810126582276,3.022291666744611,2.7390326374308943e-13,0.0
4.2784810126582276,3.1018256579747328,4.368748905400671e-14,0.0
4.2784810126582276,3.181359649204854,1.9386958351747794e-14,0.0
4.2784810126582276,3.2608936404349755,2.372571012290459e-13,0.0
4.2784810126582276,3.3404276316650967,8.378628893641295e-14,0.0
4.2784810126582276,3.419961622895218,5.192436593784862e-14,0.0
