Gain [dB],Phase [rad],Amplitude [dBm]
3.5583,3.848113490693466,-42.99305725097656
3.5583,3.927115820673919,-43.27821731567383
3.5583,4.006118150654372,-43.33844757080078
3.5583,4.084120451141402,-43.105716705322266
3.5583,4.163122781121856,-42.67161560058594
3.5583,4.241125081608884,-42.69126129150391
3.5583,4.320127411589338,-42.850128173828125
3.5583,4.398129712076368,-43.29994201660156
3.5583,4.477132042056821,-42.96715927124024
3.5583,4.555134342543851,-43.10655212402344
3.5583,4.634136672524304,-43.53993606567383
3.5583,4.712138973011333,-42.83993148803711
3.5583,4.791141302991787,-43.57506561279297
3.5583,4.8691436034788165,-43.28168487548828
3.5583,4.94814593345927,-43.28168487548828
3.5583,5.027148263439723,-43.7117805480957
3.5583,5.1051505639267525,-42.98899841308594
3.5583,5.184152893907206,-43.03875732421875
3.5583,5.262155194394235,-42.94622802734375
3.5583,5.3411575243746885,-42.4404182434082
3.5583,5.419159824861718,-43.050254821777344
3.5583,5.498162154842172,-42.85405731201172
3.5583,5.576164455329201,-42.98656845092773
3.5583,5.655166785309655,-43.2842903137207
3.5583,5.733169085796684,-42.97200393676758
3.5583,5.812171415777137,-42.78541946411133
3.5583,5.890173716264167,-42.92220306396485
3.5583,5.969176046244621,-43.17711639404297
3.5583,6.048178376225073,-42.85405731201172
3.5583,6.126180676712103,-43.015846252441406
3.5583,6.205183006692557,-43.27301788330078
3.5583,6.283185307179586,-43.21710205078125
3.67,0.0,-42.643062591552734
3.67,0.07900232998045317,-43.20344924926758
3.67,0.1570046304674829,-43.146732330322266
3.67,0.23600696044793606,-43.292110443115234
3.67,0.3140092609349658,-42.98008728027344
3.67,0.393011590915419,-43.08245468139648
3.67,0.4710138914024486,-43.393287658691406
3.67,0.550016221382902,-42.58503723144531
3.67,0.6280185218699316,-42.99062347412109
3.67,0.7070208518503847,-42.76919555664063
3.67,0.7850231523374145,-42.99386978149414
3.67,0.8640254823178676,-42.89275360107422
3.67,0.9420277828048972,-42.96393203735352
3.67,1.0210301127853505,-43.05931091308594
3.67,1.100032442765804,-42.63483428955078
3.67,1.1780347432528333,-43.23508834838867
3.67,1.2570370732332865,-42.69808197021485
3.67,1.3350393737203163,-43.33405303955078
3.67,1.4140417037007693,-43.1559944152832
3.67,1.4920440041877991,-42.95265579223633
3.67,1.5710463341682523,-43.29994201660156
3.67,1.649048634655282,-42.948638916015625
3.67,1.7280509646357352,-43.28602600097656
3.67,1.8060532651227648,-42.93820571899414
3.67,1.885055595103218,-43.3314208984375
3.67,1.963057895590248,-42.83366394042969
3.67,2.042060225570701,-42.85799026489258
3.67,2.121062555551154,-43.172882080078125
3.67,2.199064856038184,-43.04532241821289
3.67,2.278067186018637,-43.4923210144043
3.67,2.3560694865056666,-43.4371223449707
3.67,2.4350718164861203,-43.17796325683594
3.67,2.5130741169731494,-43.21368408203125
3.67,2.592076446953603,-42.935001373291016
3.67,2.6700787474406327,-43.00199508666992
3.67,2.749081077421086,-42.96070861816406
3.67,2.8270833779081155,-43.78714370727539
3.67,2.9060857078885687,-43.00932312011719
3.67,2.9850880378690214,-43.22480392456055
3.67,3.0630903383560515,-42.65356063842773
3.67,3.1420926683365047,-42.81648254394531
3.67,3.2200949688235347,-42.781551361083984
3.67,3.299097298803987,-43.0052490234375
3.67,3.377099599291017,-42.815704345703125
3.67,3.4561019292714703,-42.60577774047852
3.67,3.5341042297585,-42.68067169189453
3.67,3.6131065597389536,-43.35076904296875
3.67,3.6911088602259827,-43.133296966552734
3.67,3.770111190206436,-43.2583236694336
3.67,3.848113490693466,-42.36530303955078
3.67,3.927115820673919,-42.73311233520508
3.67,4.006118150654372,-43.21795654296875
3.67,4.084120451141402,-42.93179702758789
3.67,4.163122781121856,-43.16865539550781
3.67,4.241125081608884,-43.385284423828125
3.67,4.320127411589338,-43.345481872558594
3.67,4.398129712076368,-43.099891662597656
3.67,4.477132042056821,-43.04368209838867
3.67,4.555134342543851,-42.943016052246094
3.67,4.634136672524304,-42.8133659362793
3.67,4.712138973011333,-42.89592742919922
3.67,4.791141302991787,-42.7338752746582
3.67,4.8691436034788165,-43.55007553100586
3.67,4.94814593345927,-43.09905624389648
3.67,5.027148263439723,-43.324405670166016
3.67,5.1051505639267525,-43.19408416748047
3.67,5.184152893907206,-42.67463302612305
3.67,5.262155194394235,-43.22908401489258
3.67,5.3411575243746885,-43.18559265136719
3.67,5.419159824861718,-43.31390380859375
3.67,5.498162154842172,-43.299072265625
3.67,5.576164455329201,-43.78324508666992
3.67,5.655166785309655,-43.29820251464844
3.67,5.733169085796684,-42.93740463256836
3.67,5.812171415777137,-43.09822463989258
3.67,5.890173716264167,-43.033016204833984
3.67,5.969176046244621,-42.77923202514648
3.67,6.048178376225073,-42.98413848876953
3.67,6.126180676712103,-43.251426696777344
3.67,6.205183006692557,-43.20600509643555
3.67,6.283185307179586,-43.2929801940918
3.7817,0.0,-43.38261795043945
3.7817,0.07900232998045317,-43.429935455322266
3.7817,0.1570046304674829,-43.29732894897461
3.7817,0.23600696044793606,-43.11656188964844
3.7817,0.3140092609349658,-43.10655212402344
3.7817,0.393011590915419,-42.98575592041016
3.7817,0.4710138914024486,-42.60652160644531
3.7817,0.550016221382902,-43.4138069152832
3.7817,0.6280185218699316,-42.65431213378906
3.7817,0.7070208518503847,-43.16865539550781
3.7817,0.7850231523374145,-43.27215194702149
3.7817,0.8640254823178676,-42.26530456542969
3.7817,0.9420277828048972,-42.75149917602539
3.7817,1.0210301127853505,-42.78696441650391
3.7817,1.100032442765804,-43.50508880615234
3.7817,1.1780347432528333,-42.9358024597168
3.7817,1.2570370732332865,-43.16105270385742
3.7817,1.3350393737203163,-43.26696395874024
3.7817,1.4140417037007693,-43.49778747558594
3.7817,1.4920440041877991,-42.46589660644531
3.7817,1.5710463341682523,-42.873756408691406
3.7817,1.649048634655282,-43.183048248291016
3.7817,1.7280509646357352,-42.63109588623047
3.7817,1.8060532651227648,-43.14337158203125
3.7817,1.885055595103218,-43.19153594970703
3.7817,1.963057895590248,-42.681427001953125
3.7817,2.042060225570701,-43.15262222290039
3.7817,2.121062555551154,-42.766883850097656
3.7817,2.199064856038184,-43.35782623291016
3.7817,2.278067186018637,-42.74382781982422
3.7817,2.3560694865056666,-43.17203521728516
3.7817,2.4350718164861203,-43.51789474487305
3.7817,2.5130741169731494,-42.83131790161133
3.7817,2.592076446953603,-42.61469650268555
3.7817,2.6700787474406327,-43.27735137939453
3.7817,2.749081077421086,-42.91501998901367
3.7817,2.8270833779081155,-43.04532241821289
3.7817,2.9060857078885687,-42.96393203735352
3.7817,2.9850880378690214,-43.22223281860352
3.7817,3.0630903383560515,-43.161895751953125
3.7817,3.1420926683365047,-42.78077697753906
3.7817,3.2200949688235347,-42.6191635131836
3.7817,3.299097298803987,-42.92140579223633
3.7817,3.377099599291017,-43.22822952270508
3.7817,3.4561019292714703,-42.82350540161133
3.7817,3.5341042297585,-43.299072265625
3.7817,3.6131065597389536,-43.01747894287109
3.7817,3.6911088602259827,-43.4497299194336
3.7817,3.770111190206436,-43.63299560546875
3.7817,3.848113490693466,-42.62661743164063
3.7817,3.927115820673919,-42.636329650878906
3.7817,4.006118150654372,-42.92220306396485
3.7817,4.084120451141402,-42.759185791015625
3.7817,4.163122781121856,-43.28515625
3.7817,4.241125081608884,-42.66032409667969
3.7817,4.320127411589338,-43.2368049621582
3.7817,4.398129712076368,-43.105716705322266
3.7817,4.477132042056821,-43.3746337890625
3.7817,4.555134342543851,-42.54458236694336
3.7817,4.634136672524304,-43.480499267578125
3.7817,4.712138973011333,-42.815704345703125
3.7817,4.791141302991787,-42.7422981262207
3.7817,4.8691436034788165,-43.05766296386719
3.7817,4.94814593345927,-42.5769157409668
3.7817,5.027148263439723,-42.877708435058594
3.7817,5.1051505639267525,-42.688232421875
3.7817,5.184152893907206,-43.3941764831543
3.7817,5.262155194394235,-42.68974685668945
3.7817,5.3411575243746885,-43.74543380737305
3.7817,5.419159824861718,-42.843849182128906
3.7817,5.498162154842172,-43.0560188293457
3.7817,5.576164455329201,-42.60429382324219
3.7817,5.655166785309655,-42.80947494506836
3.7817,5.733169085796684,-42.8674430847168
3.7817,5.812171415777137,-43.01666259765625
3.7817,5.890173716264167,-42.81025314331055
3.7817,5.969176046244621,-42.74382781982422
3.7817,6.048178376225073,-43.57320785522461
3.7817,6.126180676712103,-42.75995635986328
3.7817,6.205183006692557,-43.61328887939453
3.7817,6.283185307179586,-42.98008728027344
3.8933,0.0,-42.58356094360352
3.8933,0.07900232998045317,-42.819602966308594
3.8933,0.1570046304674829,-43.3569450378418
3.8933,0.23600696044793606,-42.65882110595703
3.8933,0.3140092609349658,-43.17796325683594
3.8933,0.393011590915419,-42.92619705200195
3.8933,0.4710138914024486,-43.48958969116211
3.8933,0.550016221382902,-43.431732177734375
3.8933,0.6280185218699316,-42.70795440673828
3.8933,0.7070208518503847,-43.02565002441406
3.8933,0.7850231523374145,-43.39952087402344
3.8933,0.8640254823178676,-42.95587539672852
3.8933,0.9420277828048972,-43.050254821777344
3.8933,1.0210301127853505,-42.91901016235352
3.8933,1.100032442765804,-43.274749755859375
3.8933,1.1780347432528333,-43.11155319213867
3.8933,1.2570370732332865,-43.00932312011719
3.8933,1.3350393737203163,-43.429935455322266
3.8933,1.4140417037007693,-42.616188049316406
3.8933,1.4920440041877991,-42.97846984863281
3.8933,1.5710463341682523,-42.934200286865234
3.8933,1.649048634655282,-43.311283111572266
3.8933,1.7280509646357352,-43.31565475463867
3.8933,1.8060532651227648,-42.9954948425293
3.8933,1.885055595103218,-42.95426559448242
3.8933,1.963057895590248,-42.74612808227539
3.8933,2.042060225570701,-43.479591369628906
3.8933,2.121062555551154,-43.55099868774414
3.8933,2.199064856038184,-42.88166427612305
3.8933,2.278067186018637,-42.90785217285156
3.8933,2.3560694865056666,-42.34836959838867
3.8933,2.4350718164861203,-43.32002639770508
3.8933,2.5130741169731494,-42.67991638183594
3.8933,2.592076446953603,-43.02483367919922
3.8933,2.6700787474406327,-43.651851654052734
3.8933,2.749081077421086,-42.80247497558594
3.8933,2.8270833779081155,-43.16020965576172
3.8933,2.9060857078885687,-43.42096710205078
3.8933,2.9850880378690214,-43.16020965576172
3.8933,3.0630903383560515,-43.131622314453125
3.8933,3.1420926683365047,-42.74689483642578
3.8933,3.2200949688235347,-42.57249450683594
3.8933,3.299097298803987,-43.26177978515625
3.8933,3.377099599291017,-43.200042724609375
3.8933,3.4561019292714703,-43.16949844360352
3.8933,3.5341042297585,-43.046146392822266
3.8933,3.6131065597389536,-43.584354400634766
3.8933,3.6911088602259827,-43.29558944702149
3.8933,3.770111190206436,-43.57691955566406
3.8933,3.848113490693466,-42.92939758300781
3.8933,3.927115820673919,-42.9954948425293
3.8933,4.006118150654372,-43.10405349731445
3.8933,4.084120451141402,-43.0692138671875
3.8933,4.163122781121856,-43.22052383422852
3.8933,4.241125081608884,-42.53434753417969
3.8933,4.320127411589338,-42.98494720458984
3.8933,4.398129712076368,-43.02074432373047
3.8933,4.477132042056821,-43.21539306640625
3.8933,4.555134342543851,-43.3569450378418
3.8933,4.634136672524304,-43.23337173461914
3.8933,4.712138973011333,-42.92060470581055
3.8933,4.791141302991787,-43.5133171081543
3.8933,4.8691436034788165,-43.62923431396485
3.8933,4.94814593345927,-42.30669021606445
3.8933,5.027148263439723,-43.21795654296875
3.8933,5.1051505639267525,-43.06591033935547
3.8933,5.184152893907206,-43.12157440185547
3.8933,5.262155194394235,-43.27215194702149
3.8933,5.3411575243746885,-43.7667236328125
3.8933,5.419159824861718,-43.156837463378906
3.8933,5.498162154842172,-43.05848693847656
3.8933,5.576164455329201,-42.91183471679688
3.8933,5.655166785309655,-42.74919891357422
3.8933,5.733169085796684,-42.644561767578125
3.8933,5.812171415777137,-43.65752029418945
3.8933,5.890173716264167,-43.5188102722168
3.8933,5.969176046244621,-42.35127639770508
3.8933,6.048178376225073,-43.01339721679688
3.8933,6.126180676712103,-42.83444595336914
3.8933,6.205183006692557,-43.28168487548828
3.8933,6.283185307179586,-43.01829528808594
4.005,0.0,-42.78619384765625
4.005,0.07900232998045317,-42.82350540161133
4.005,0.1570046304674829,-43.46670150756836
4.005,0.23600696044793606,-43.219669342041016
4.005,0.3140092609349658,-43.31303024291992
4.005,0.393011590915419,-42.75534057617188
4.005,0.4710138914024486,-43.24884414672852
4.005,0.550016221382902,-42.83288192749024
4.005,0.6280185218699316,-43.375518798828125
4.005,0.7070208518503847,-42.80403137207031
4.005,0.7850231523374145,-43.03219604492188
4.005,0.8640254823178676,-42.67840576171875
4.005,0.9420277828048972,-42.863502502441406
4.005,1.0210301127853505,-43.09157943725586
4.005,1.100032442765804,-43.52798461914063
4.005,1.1780347432528333,-43.099891662597656
4.005,1.2570370732332865,-42.98981094360352
4.005,1.3350393737203163,-42.97958755493164
4.005,1.4140417037007693,-43.12324905395508
4.005,1.4920440041877991,-43.0725212097168
4.005,1.5710463341682523,-43.20174407958984
4.005,1.649048634655282,-43.12324905395508
4.005,1.7280509646357352,-42.849891662597656
4.005,1.8060532651227648,-43.24884414672852
4.005,1.885055595103218,-42.77151107788086
4.005,1.963057895590248,-43.45333862304688
4.005,2.042060225570701,-43.69647979736328
4.005,2.121062555551154,-42.98737716674805
4.005,2.199064856038184,-42.44614028930664
4.005,2.278067186018637,-42.3667106628418
4.005,2.3560694865056666,-42.83914566040039
4.005,2.4350718164861203,-42.98008728027344
4.005,2.5130741169731494,-43.11906814575195
4.005,2.592076446953603,-42.92220306396485
4.005,2.6700787474406327,-42.48253631591797
4.005,2.749081077421086,-42.91905975341797
4.005,2.8270833779081155,-42.7193717956543
4.005,2.9060857078885687,-42.77382659912109
4.005,2.9850880378690214,-43.49687576293945
4.005,3.0630903383560515,-43.363128662109375
4.005,3.1420926683365047,-43.17796325683594
4.005,3.2200949688235347,-42.93740463256836
4.005,3.299097298803987,-42.79704284667969
4.005,3.377099599291017,-43.2583236694336
4.005,3.4561019292714703,-43.41738510131836
4.005,3.5341042297585,-43.48504257202149
4.005,3.6131065597389536,-42.92300033569336
4.005,3.6911088602259827,-42.63408660888672
4.005,3.770111190206436,-43.613712310791016
4.005,3.848113490693466,-43.91372299194336
4.005,3.927115820673919,-42.8048095703125
4.005,4.006118150654372,-42.865867614746094
4.005,4.084120451141402,-43.46237182617188
4.005,4.163122781121856,-43.06494140625
4.005,4.241125081608884,-43.089088439941406
4.005,4.320127411589338,-43.01666259765625
4.005,4.398129712076368,-43.21881103515625
4.005,4.477132042056821,-42.93820571899414
4.005,4.555134342543851,-43.23423004150391
4.005,4.634136672524304,-42.9359245300293
4.005,4.712138973011333,-43.08079528808594
4.005,4.791141302991787,-43.40755081176758
4.005,4.8691436034788165,-42.9687728881836
4.005,4.94814593345927,-42.86271667480469
4.005,5.027148263439723,-43.1107177734375
4.005,5.1051505639267525,-43.2368049621582
4.005,5.184152893907206,-43.26264190673828
4.005,5.262155194394235,-42.77305221557617
4.005,5.3411575243746885,-43.376407623291016
4.005,5.419159824861718,-43.37729263305664
4.005,5.498162154842172,-43.16105270385742
4.005,5.576164455329201,-43.7415771484375
4.005,5.655166785309655,-43.08245468139648
4.005,5.733169085796684,-43.09407043457031
4.005,5.812171415777137,-42.31640625
4.005,5.890173716264167,-43.219669342041016
4.005,5.969176046244621,-43.04203796386719
4.005,6.048178376225073,-43.22822952270508
4.005,6.126180676712103,-43.422760009765625
4.005,6.205183006692557,-42.72547149658203
4.005,6.283185307179586,-43.35165023803711
4.1167,0.0,-43.15178298950195
4.1167,0.07900232998045317,-42.99468231201172
4.1167,0.1570046304674829,-42.7422981262207
4.1167,0.23600696044793606,-43.4138069152832
4.1167,0.3140092609349658,-42.83288192749024
4.1167,0.393011590915419,-43.40665817260742
4.1167,0.4710138914024486,-43.279083251953125
4.1167,0.550016221382902,-42.836795806884766
4.1167,0.6280185218699316,-42.75534057617188
4.1167,0.7070208518503847,-43.41608428955078
4.1167,0.7850231523374145,-43.33493041992188
4.1167,0.8640254823178676,-42.99224472045898
4.1167,0.9420277828048972,-43.11572647094727
4.1167,1.0210301127853505,-43.80863952636719
4.1167,1.100032442765804,-43.1543083190918
4.1167,1.1780347432528333,-43.0924072265625
4.1167,1.2570370732332865,-43.40665817260742
4.1167,1.3350393737203163,-43.55115509033203
4.1167,1.4140417037007693,-42.98413848876953
4.1167,1.4920440041877991,-43.45604705810547
4.1167,1.5710463341682523,-42.89037322998047
4.1167,1.649048634655282,-43.251426696777344
4.1167,1.7280509646357352,-42.930294036865234
4.1167,1.8060532651227648,-42.63035202026367
4.1167,1.885055595103218,-43.44252014160156
4.1167,1.963057895590248,-42.7985954284668
4.1167,2.042060225570701,-42.74843215942383
4.1167,2.121062555551154,-42.887996673583984
4.1167,2.199064856038184,-43.20600509643555
4.1167,2.278067186018637,-43.73868179321289
4.1167,2.3560694865056666,-43.000370025634766
4.1167,2.4350718164861203,-43.16696548461914
4.1167,2.5130741169731494,-42.54165649414063
4.1167,2.592076446953603,-43.21539306640625
4.1167,2.6700787474406327,-42.80869674682617
4.1167,2.749081077421086,-42.90625762939453
4.1167,2.8270833779081155,-42.82272338867188
4.1167,2.9060857078885687,-43.2583236694336
4.1167,2.9850880378690214,-43.3165283203125
4.1167,3.0630903383560515,-42.7934684753418
4.1167,3.1420926683365047,-42.67237091064453
4.1167,3.2200949688235347,-42.285945892333984
4.1167,3.299097298803987,-43.037933349609375
4.1167,3.377099599291017,-42.647247314453125
4.1167,3.4561019292714703,-42.74546051025391
4.1167,3.5341042297585,-43.311283111572266
4.1167,3.6131065597389536,-43.04450225830078
4.1167,3.6911088602259827,-43.11572647094727
4.1167,3.770111190206436,-42.75149917602539
4.1167,3.848113490693466,-43.02401351928711
4.1167,3.927115820673919,-42.96393203735352
4.1167,4.006118150654372,-43.12575912475586
4.1167,4.084120451141402,-43.18474197387695
4.1167,4.163122781121856,-42.72929000854492
4.1167,4.241125081608884,-43.58528518676758
4.1167,4.320127411589338,-43.34372329711914
4.1167,4.398129712076368,-43.46056365966797
4.1167,4.477132042056821,-42.91501998901367
4.1167,4.555134342543851,-42.77614212036133
4.1167,4.634136672524304,-43.00606536865234
4.1167,4.712138973011333,-43.52064514160156
4.1167,4.791141302991787,-42.38078689575195
4.1167,4.8691436034788165,-43.20259475708008
4.1167,4.94814593345927,-43.114891052246094
4.1167,5.027148263439723,-42.90546417236328
4.1167,5.1051505639267525,-43.08162307739258
4.1167,5.184152893907206,-43.26005172729492
4.1167,5.262155194394235,-43.23251724243164
4.1167,5.3411575243746885,-43.046146392822266
4.1167,5.419159824861718,-43.38261795043945
4.1167,5.498162154842172,-43.330543518066406
4.1167,5.576164455329201,-43.0882568359375
4.1167,5.655166785309655,-43.02565002441406
4.1167,5.733169085796684,-43.63581848144531
4.1167,5.812171415777137,-42.98575592041016
4.1167,5.890173716264167,-42.77459716796875
4.1167,5.969176046244621,-43.72137069702149
4.1167,6.048178376225073,-43.27388381958008
4.1167,6.126180676712103,-43.29381561279297
4.1167,6.205183006692557,-43.25659942626953
4.1167,6.283185307179586,-43.21881103515625
4.2283,0.0,-42.807918548583984
4.2283,0.07900232998045317,-42.99062347412109
4.2283,0.1570046304674829,-42.80092239379883
4.2283,0.23600696044793606,-43.36489486694336
4.2283,0.3140092609349658,-42.98170852661133
4.2283,0.393011590915419,-42.95668029785156
4.2283,0.4710138914024486,-43.06096267700195
4.2283,0.550016221382902,-42.89116668701172
4.2283,0.6280185218699316,-42.687477111816406
4.2283,0.7070208518503847,-42.90625762939453
4.2283,0.7850231523374145,-42.76226425170898
4.2283,0.8640254823178676,-43.73194122314453
4.2283,0.9420277828048972,-43.49687576293945
4.2283,1.0210301127853505,-42.74459457397461
4.2283,1.100032442765804,-42.847774505615234
4.2283,1.1780347432528333,-42.89116668701172
4.2283,1.2570370732332865,-42.6678466796875
4.2283,1.3350393737203163,-43.02156066894531
4.2283,1.4140417037007693,-43.547306060791016
4.2283,1.4920440041877991,-43.41559600830078
4.2283,1.5710463341682523,-42.98575592041016
4.2283,1.649048634655282,-43.34988784790039
4.2283,1.7280509646357352,-42.61395263671875
4.2283,1.8060532651227648,-43.17203521728516
4.2283,1.885055595103218,-43.146732330322266
4.2283,1.963057895590248,-42.67613983154297
4.2283,2.042060225570701,-43.0527229309082
4.2283,2.121062555551154,-42.79704284667969
4.2283,2.199064856038184,-42.99386978149414
4.2283,2.278067186018637,-42.766883850097656
4.2283,2.3560694865056666,-42.89196014404297
4.2283,2.4350718164861203,-43.40398025512695
4.2283,2.5130741169731494,-42.72089385986328
4.2283,2.592076446953603,-42.66483688354492
4.2283,2.6700787474406327,-43.00687789916992
4.2283,2.749081077421086,-42.93820571899414
4.2283,2.8270833779081155,-42.71556091308594
4.2283,2.9060857078885687,-42.57101821899414
4.2283,2.9850880378690214,-43.3879508972168
4.2283,3.0630903383560515,-42.2249870300293
4.2283,3.1420926683365047,-43.15852355957031
4.2283,3.2200949688235347,-42.66935348510742
4.2283,3.299097298803987,-42.55851745605469
4.2283,3.377099599291017,-43.00118255615234
4.2283,3.4561019292714703,-42.95989990234375
4.2283,3.5341042297585,-43.09905624389648
4.2283,3.6131065597389536,-42.27423858642578
4.2283,3.6911088602259827,-42.73081970214844
4.2283,3.770111190206436,-43.29294204711914
4.2283,3.848113490693466,-43.34724426269531
4.2283,3.927115820673919,-42.53580856323242
4.2283,4.006118150654372,-42.98656845092773
4.2283,4.084120451141402,-43.45514297485352
4.2283,4.163122781121856,-43.21881103515625
4.2283,4.241125081608884,-42.83523178100586
4.2283,4.320127411589338,-42.77923202514648
4.2283,4.398129712076368,-42.68218231201172
4.2283,4.477132042056821,-42.89354705810547
4.2283,4.555134342543851,-42.681427001953125
4.2283,4.634136672524304,-43.099891662597656
4.2283,4.712138973011333,-42.96393203735352
4.2283,4.791141302991787,-42.3956184387207
4.2283,4.8691436034788165,-43.242820739746094
