Gain [dB],Phase [rad],Amplitude [dBm],Frequency [Hz]
3.5661,2.6250774202365768,-45.53949737548828,5983273041.301627
3.5661,2.7040797502170304,-45.44132995605469,6086001451.814769
3.5661,2.7840821096909063,-45.394805908203125,6063973917.396746
3.5661,2.86308443967136,-45.51311492919922,6050757396.745933
3.5661,2.9430867991452363,-45.53357696533203,6039142878.598248
3.5661,3.0220891291256895,-45.52696228027344,6003298072.590738
3.5661,3.1020914885995663,-45.46475982666016,6093010212.765958
3.5661,3.18109381858002,-45.53266143798828,6095413216.520651
3.5661,3.2610961780538963,-45.60167694091797,6009505832.290363
3.5661,3.3400985080343495,-45.610328674316406,6006702327.909887
3.5661,3.420100867508226,-45.37320709228516,6048955143.929913
3.5661,3.499103197488679,-45.57001495361328,6019117847.309136
3.5661,3.5791055569625563,-45.52989196777344,6076990187.734669
3.5661,3.6591079164364317,-45.493141174316406,5962647259.073842
3.5661,3.738110246416886,-45.45066833496094,6064574668.33542
3.5661,3.818112605890762,-45.55953979492188,5976064030.037547
3.5661,3.8971149358712154,-45.43112182617188,6027528360.450563
3.5661,3.9771172953450917,-45.57354736328125,6019518347.934918
3.5661,4.056119625325545,-45.49143981933594,6034136620.7759695
3.5661,4.136121984799423,-45.40643310546875,6090206708.385482
3.5661,4.2151243147798745,-45.44544219970703,6019918848.5607
3.5661,4.295126674253751,-45.625282287597656,6024925106.382978
3.5661,4.374129004234204,-45.49497985839844,6063973917.396746
3.5661,4.454131363708081,-45.57366943359375,6056164155.193993
3.5661,4.5331336936885345,-45.364845275878906,6033335619.5244055
3.5661,4.613136053162412,-45.48938751220703,6040144130.162704
3.5661,4.693138412636288,-45.42619323730469,6008304330.413016
3.5661,4.772140742616742,-45.55998229980469,6041946382.978724
3.5661,4.852143102090618,-45.41462707519531,6012109086.357947
3.5661,4.931145432071071,-45.41696166992188,6014512090.11264
3.5661,5.011147791544948,-45.51384735107422,6008704831.038798
3.5661,5.0901501215254,-45.433387756347656,6003298072.590738
3.5661,5.170152480999278,-45.60420989990234,6002897571.964956
3.5661,5.2491548109797295,-45.53614044189453,6023523354.192741
3.5661,5.329157170453607,-45.5469970703125,6037540876.095119
3.5661,5.408159500434061,-45.499267578125,6066376921.15144
3.5661,5.488161859907938,-45.56704711914063,6013310588.235294
3.5661,5.56716418988839,-45.45088195800781,6040945131.414268
3.5661,5.647166549362267,-45.47242736816406,6081595944.931164
3.5661,5.72616887934272,-45.51170349121094,6071383178.973717
3.5661,5.806171238816597,-45.39777374267578,5975863779.724656
3.5661,5.886173598290473,-45.3402099609375,6082196695.869838
3.5661,5.965175928270926,-45.51836395263672,5978467033.79224
3.5661,6.045178287744803,-45.56048583984375,6046952640.801002
3.5661,6.124180617725256,-45.37169647216797,6063973917.396746
3.5661,6.204182977199133,-45.60222625732422,6028129111.389236
3.5661,6.283185307179586,-45.42121124267578,6026727359.198998
3.6966,0.0,-45.48755645751953,6064374418.022528
3.6966,0.08000235947387664,-45.600921630859375,6109630988.73592
3.6966,0.1590046894543298,-45.545501708984375,5986477046.307885
3.6966,0.23900704892820643,-45.50202941894531,6012910087.609512
3.6966,0.3180093789086596,-45.48992919921875,5971858773.466833
3.6966,0.3980117383825363,-45.4154052734375,6050356896.120151
3.6966,0.4770140683629894,-45.51544189453125,6026927609.511889
3.6966,0.5570164278368661,-45.37651062011719,6058967659.574468
3.6966,0.6360187578173192,-45.31172180175781,6005500826.03254
3.6966,0.7160211172911958,-45.40232849121094,5982472040.050062
3.6966,0.7950234472716491,-45.47532653808594,6070782428.035044
3.6966,0.8750258067455255,-45.492431640625,6040544630.788486
3.6966,0.9540281367259787,-45.56166076660156,6044349386.733417
3.6966,1.0340304961998557,-45.38311004638672,5993485807.259074
3.6966,1.1130328261803086,-45.308929443359375,6033335619.5244055
3.6966,1.1930351856541854,-45.54318237304688,5958642252.81602
3.6966,1.2730375451280618,-45.50038909912109,6003498322.903629
3.6966,1.3520398751085152,-45.5128173828125,5986276795.994994
3.6966,1.4320422345823915,-45.47908020019531,6026927609.511889
3.6966,1.5110445645628447,-45.593971252441406,6045951389.236546
3.6966,1.5910469240367215,-45.61228942871094,5975863779.724656
3.6966,1.6700492540171747,-45.49681854248047,6085400700.876095
3.6966,1.750051613491051,-45.54477691650391,6040544630.788486
3.6966,1.8290539434715043,-45.49652099609375,6041746132.6658325
3.6966,1.909056302945381,-45.58932495117188,6067177922.403004
3.6966,1.9880586329258343,-45.543983459472656,6045951389.236546
3.6966,2.0680609923997113,-45.41571807861328,6049355644.555695
3.6966,2.147063322380164,-45.49235534667969,6035338122.6533165
3.6966,2.2270656818540404,-45.40825653076172,5981270538.172716
3.6966,2.306068011834494,-45.54728698730469,6041345632.0400505
3.6966,2.386070371308371,-45.51776123046875,6064975168.961202
3.6966,2.466072730782247,-45.3896713256836,6026927609.511889
3.6966,2.5450750607627,-45.49407958984375,6035938873.5919895
3.6966,2.6250774202365768,-45.36544036865234,6000294317.897371
3.6966,2.7040797502170304,-45.44385528564453,6026126608.260325
3.6966,2.7840821096909063,-45.53230285644531,5965651013.767209
3.6966,2.86308443967136,-45.55400085449219,6058366908.635795
3.6966,2.9430867991452363,-45.577293395996094,6022522102.628285
3.6966,3.0220891291256895,-45.53186798095703,6003698573.21652
3.6966,3.1020914885995663,-45.55403900146485,6064374418.022528
3.6966,3.18109381858002,-45.58118438720703,6035538372.966208
3.6966,3.2610961780538963,-45.5957260131836,6059768660.826033
3.6966,3.3400985080343495,-45.53080749511719,6093410713.39174
3.6966,3.420100867508226,-45.405494689941406,6003698573.21652
3.6966,3.499103197488679,-45.60259246826172,5962246758.44806
3.6966,3.5791055569625563,-45.46868133544922,6083598448.060075
3.6966,3.6591079164364317,-45.32856750488281,5991683554.443054
3.6966,3.738110246416886,-45.5311279296875,6088804956.195244
3.6966,3.818112605890762,-45.47946166992188,6053360650.813517
3.6966,3.8971149358712154,-45.59405517578125,6012509586.983729
3.6966,3.9771172953450917,-45.50524139404297,6068980175.219024
3.6966,4.056119625325545,-45.51397705078125,6026927609.511889
3.6966,4.136121984799423,-45.53425598144531,6023122853.566958
3.6966,4.2151243147798745,-45.68226623535156,6012309336.670838
3.6966,4.295126674253751,-45.3494873046875,6019518347.934918
3.6966,4.374129004234204,-45.441650390625,6008104080.100125
3.6966,4.454131363708081,-45.65254211425781,6022321852.315394
3.6966,4.5331336936885345,-45.57732391357422,6018517096.370463
3.6966,4.613136053162412,-45.48430633544922,6003898823.529411
3.6966,4.693138412636288,-45.28063201904297,6005500826.03254
3.6966,4.772140742616742,-45.50530242919922,6073185431.789737
3.6966,4.852143102090618,-45.40153503417969,6027328110.137672
3.6966,4.931145432071071,-45.615516662597656,6032534618.272841
3.6966,5.011147791544948,-45.508392333984375,6057165406.758448
3.6966,5.0901501215254,-45.39722442626953,6066977672.090113
3.6966,5.170152480999278,-45.488014221191406,6020519599.499374
3.6966,5.2491548109797295,-45.60301971435547,6078592190.237797
3.6966,5.329157170453607,-45.49210357666016,6063973917.396746
3.6966,5.408159500434061,-45.34239196777344,6033335619.5244055
3.6966,5.488161859907938,-45.60367584228516,5998291814.76846
3.6966,5.56716418988839,-45.556739807128906,6046752390.488111
3.6966,5.647166549362267,-45.60338592529297,6073185431.789737
3.6966,5.72616887934272,-45.214599609375,6063973917.396746
3.6966,5.806171238816597,-45.54786682128906,5981470788.485607
3.6966,5.886173598290473,-45.51597595214844,6035137872.3404255
3.6966,5.965175928270926,-45.58099365234375,5995087809.762203
3.6966,6.045178287744803,-45.49082946777344,5988079048.811014
3.6966,6.124180617725256,-45.586708068847656,6064174167.709637
3.6966,6.204182977199133,-45.43800354003906,6026927609.511889
3.6966,6.283185307179586,-45.45906829833984,6005500826.03254
3.8271,0.0,-45.53726196289063,6029931364.205256
3.8271,0.08000235947387664,-45.36628723144531,6003898823.529411
3.8271,0.1590046894543298,-45.37631988525391,6061570913.642053
3.8271,0.23900704892820643,-45.35516357421875,6052960150.187735
3.8271,0.3180093789086596,-45.54840087890625,6020719849.812265
3.8271,0.3980117383825363,-45.3520736694336,6026927609.511889
3.8271,0.4770140683629894,-45.494720458984375,6031533366.708385
3.8271,0.5570164278368661,-45.38321685791016,5994887559.449311
3.8271,0.6360187578173192,-45.47187805175781,6004299324.155194
3.8271,0.7160211172911958,-45.4500732421875,6060569662.077597
3.8271,0.7950234472716491,-45.48457336425781,6006301827.284105
3.8271,0.8750258067455255,-45.51779174804688,6037540876.095119
3.8271,0.9540281367259787,-45.59806823730469,6041345632.0400505
3.8271,1.0340304961998557,-45.51361083984375,6036339374.2177725
3.8271,1.1130328261803086,-45.52677154541016,6033736120.150188
3.8271,1.1930351856541854,-45.44203186035156,5966251764.705882
3.8271,1.2730375451280618,-45.52671051025391,6015513341.677096
3.8271,1.3520398751085152,-45.449005126953125,5968855018.773467
3.8271,1.4320422345823915,-45.482398986816406,6034136620.7759695
3.8271,1.5110445645628447,-45.26774597167969,6064174167.709637
3.8271,1.5910469240367215,-45.39216613769531,6057766157.697122
3.8271,1.6700492540171747,-45.48138427734375,6012109086.357947
3.8271,1.750051613491051,-45.476356506347656,6038742377.9724655
3.8271,1.8290539434715043,-45.47592926025391,6057165406.758448
3.8271,1.909056302945381,-45.30583190917969,6063973917.396746
3.8271,1.9880586329258343,-45.478363037109375,6026927609.511889
3.8271,2.0680609923997113,-45.57361602783203,6018517096.370463
3.8271,2.147063322380164,-45.38808441162109,6003898823.529411
3.8271,2.2270656818540404,-45.39940643310547,6081996445.556946
3.8271,2.306068011834494,-45.40003967285156,6064774918.648311
3.8271,2.386070371308371,-45.509857177734375,6063773667.083855
3.8271,2.466072730782247,-45.34185028076172,6064574668.33542
3.8271,2.5450750607627,-45.64703369140625,5986076545.682102
3.8271,2.6250774202365768,-45.45250701904297,6059568410.513142
3.8271,2.7040797502170304,-45.51361846923828,5999893817.271589
3.8271,2.7840821096909063,-45.45349884033203,6042146633.291615
3.8271,2.86308443967136,-44.86334991455078,6063973917.396746
3.8271,2.9430867991452363,-45.45079803466797,6030732365.456821
3.8271,3.0220891291256895,-45.52706909179688,6002296821.026283
3.8271,3.1020914885995663,-45.42762756347656,6005500826.03254
3.8271,3.18109381858002,-45.58562469482422,6065175419.274093
3.8271,3.2610961780538963,-45.624420166015625,6090206708.385482
3.8271,3.3400985080343495,-45.38762664794922,6004099073.842303
3.8271,3.420100867508226,-45.35301208496094,6032134117.6470585
3.8271,3.499103197488679,-45.451263427734375,6038341877.346684
3.8271,3.5791055569625563,-45.46636199951172,5994687309.13642
3.8271,3.6591079164364317,-45.43292999267578,6003498322.903629
3.8271,3.738110246416886,-45.52825927734375,6062171664.580726
3.8271,3.818112605890762,-45.48554992675781,6018517096.370463
3.8271,3.8971149358712154,-45.355613708496094,6005500826.03254
3.8271,3.9771172953450917,-45.58000183105469,6021921351.689612
3.8271,4.056119625325545,-45.44922637939453,6063973917.396746
3.8271,4.136121984799423,-45.50664520263672,6022522102.628285
3.8271,4.2151243147798745,-45.57275390625,6057565907.384231
3.8271,4.295126674253751,-45.52573394775391,6064374418.022528
3.8271,4.374129004234204,-45.45874786376953,6014111589.486858
3.8271,4.454131363708081,-45.38320159912109,6085400700.876095
3.8271,4.5331336936885345,-45.34228515625,6004299324.155194
3.8271,4.613136053162412,-45.31458282470703,6022922603.254067
3.8271,4.693138412636288,-45.528602600097656,6064975168.961202
3.8271,4.772140742616742,-45.56963348388672,5993285556.946182
3.8271,4.852143102090618,-45.47252655029297,6050356896.120151
3.8271,4.931145432071071,-45.49459838867188,6001295569.461827
3.8271,5.011147791544948,-45.58455657958984,6055763654.568211
3.8271,5.0901501215254,-45.53179931640625,6008504580.725907
3.8271,5.170152480999278,-45.33830261230469,6036339374.2177725
3.8271,5.2491548109797295,-45.460227966308594,6055563404.25532
3.8271,5.329157170453607,-45.46880340576172,6042747384.230288
3.8271,5.408159500434061,-45.49724578857422,6005500826.03254
3.8271,5.488161859907938,-45.57093811035156,6065776170.212766
3.8271,5.56716418988839,-45.61174774169922,6015513341.677096
3.8271,5.647166549362267,-45.50811004638672,6070181677.096371
3.8271,5.72616887934272,-45.42597961425781,6041145381.727159
3.8271,5.806171238816597,-45.389892578125,6063973917.396746
3.8271,5.886173598290473,-45.58165740966797,6026927609.511889
3.8271,5.965175928270926,-45.48239135742188,6074787434.292866
3.8271,6.045178287744803,-45.43198394775391,6054562152.690864
3.8271,6.124180617725256,-45.5052490234375,6085400700.876095
3.8271,6.204182977199133,-45.51245880126953,6041746132.6658325
3.8271,6.283185307179586,-45.467506408691406,6074186683.354193
3.9576,0.0,-45.30020904541016,6019318097.622027
3.9576,0.08000235947387664,-45.3988037109375,6049555894.868586
3.9576,0.1590046894543298,-45.4825439453125,6003097822.277847
3.9576,0.23900704892820643,-45.432464599609375,6041345632.0400505
3.9576,0.3180093789086596,-45.50738525390625,5966452015.018773
3.9576,0.3980117383825363,-45.44864654541016,6022522102.628285
3.9576,0.4770140683629894,-45.52046203613281,6005500826.03254
3.9576,0.5570164278368661,-45.53266906738281,6090206708.385482
3.9576,0.6360187578173192,-45.35845184326172,6057766157.697122
3.9576,0.7160211172911958,-45.43779754638672,6012910087.609512
3.9576,0.7950234472716491,-45.417137145996094,6064374418.022528
3.9576,0.8750258067455255,-45.56890869140625,6063973917.396746
3.9576,0.9540281367259787,-45.52888488769531,6063973917.396746
3.9576,1.0340304961998557,-45.43871307373047,6057165406.758448
3.9576,1.1130328261803086,-45.481590270996094,6044149136.420526
3.9576,1.1930351856541854,-45.46385192871094,6103222978.723404
3.9576,1.2730375451280618,-45.62293243408203,5995688560.700876
3.9576,1.3520398751085152,-45.50303649902344,6031733617.021276
3.9576,1.4320422345823915,-45.54643249511719,5988079048.811014
3.9576,1.5110445645628447,-45.58715057373047,6064574668.33542
3.9576,1.5910469240367215,-45.51407623291016,6017515844.806007
3.9576,1.6700492540171747,-45.6304931640625,6018116595.74468
3.9576,1.750051613491051,-45.439735412597656,6073385682.102629
3.9576,1.8290539434715043,-45.3182373046875,6063973917.396746
3.9576,1.909056302945381,-45.50818634033203,6063573416.770964
3.9576,1.9880586329258343,-45.47691345214844,6026927609.511889
3.9576,2.0680609923997113,-45.30712127685547,6020119098.873592
3.9576,2.147063322380164,-45.43872833251953,6035538372.966208
3.9576,2.2270656818540404,-45.547142028808594,5959843754.693367
3.9576,2.306068011834494,-45.46934509277344,6029330613.266583
3.9576,2.386070371308371,-45.56749725341797,5981470788.485607
3.9576,2.466072730782247,-45.46102142333984,6026927609.511889
3.9576,2.5450750607627,-45.40779876708984,6034937622.027535
3.9576,2.6250774202365768,-45.41954803466797,6061771163.954944
3.9576,2.7040797502170304,-45.572357177734375,6093410713.39174
3.9576,2.7840821096909063,-45.47671508789063,6059167909.88736
3.9576,2.86308443967136,-45.49072265625,6011508335.419274
3.9576,2.9430867991452363,-45.52715301513672,6081395694.618273
3.9576,3.0220891291256895,-45.4686279296875,6031933867.334168
3.9576,3.1020914885995663,-45.40973663330078,6013310588.235294
3.9576,3.18109381858002,-45.58900451660156,6080194192.740926
3.9576,3.2610961780538963,-45.42240905761719,6034737371.714644
3.9576,3.3400985080343495,-45.41596221923828,6055363153.942428
3.9576,3.420100867508226,-45.406028747558594,6044549637.046308
3.9576,3.499103197488679,-45.50697326660156,6053560901.126408
3.9576,3.5791055569625563,-45.374488830566406,6063973917.396746
3.9576,3.6591079164364317,-45.42963409423828,6033936370.463079
3.9576,3.738110246416886,-45.511680603027344,6012509586.983729
3.9576,3.818112605890762,-45.36100006103516,6041145381.727159
3.9576,3.8971149358712154,-45.548614501953125,5982472040.050062
3.9576,3.9771172953450917,-45.350616455078125,6064374418.022528
3.9576,4.056119625325545,-45.44886016845703,6015913842.302878
3.9576,4.136121984799423,-45.346038818359375,6058166658.322904
3.9576,4.2151243147798745,-45.56075286865234,6087403204.005006
3.9576,4.295126674253751,-45.36471557617188,6063973917.396746
3.9576,4.374129004234204,-45.52554321289063,6041746132.6658325
3.9576,4.454131363708081,-45.507843017578125,6019918848.5607
3.9576,4.5331336936885345,-45.41329956054688,6018917596.996245
3.9576,4.613136053162412,-45.40889739990234,6086001451.814769
3.9576,4.693138412636288,-45.45835113525391,6025325607.008761
3.9576,4.772140742616742,-45.498329162597656,6008504580.725907
3.9576,4.852143102090618,-45.46568298339844,6043948886.107635
3.9576,4.931145432071071,-45.50505828857422,5970457021.276596
3.9576,5.011147791544948,-45.54785919189453,5992684806.007509
3.9576,5.0901501215254,-45.46270751953125,6060369411.764706
3.9576,5.170152480999278,-45.33103942871094,6064774918.648311
3.9576,5.2491548109797295,-45.547760009765625,6063973917.396746
3.9576,5.329157170453607,-45.45562744140625,6063973917.396746
3.9576,5.408159500434061,-45.47135925292969,5969455769.71214
3.9576,5.488161859907938,-45.412017822265625,6085400700.876095
3.9576,5.56716418988839,-45.52458953857422,6087803704.630789
3.9576,5.647166549362267,-45.2900390625,6063973917.396746
3.9576,5.72616887934272,-45.5009765625,6085801201.501878
3.9576,5.806171238816597,-45.46256256103516,6046952640.801002
3.9576,5.886173598290473,-45.44859313964844,6075388185.23154
3.9576,5.965175928270926,-45.492713928222656,6046752390.488111
3.9576,6.045178287744803,-45.44445037841797,6035538372.966208
3.9576,6.124180617725256,-45.529930114746094,6049155394.242804
3.9576,6.204182977199133,-45.5465087890625,5957641001.251564
3.9576,6.283185307179586,-45.50252532958984,6020920100.125156
4.0881,0.0,-45.6229248046875,6007703579.474343
4.0881,0.08000235947387664,-45.46718597412109,6002897571.964956
4.0881,0.1590046894543298,-45.46040344238281,6076389436.795995
4.0881,0.23900704892820643,-45.48111724853516,6065575919.899875
4.0881,0.3180093789086596,-45.30721282958984,6023523354.192741
4.0881,0.3980117383825363,-45.37032318115234,6050557146.433042
4.0881,0.4770140683629894,-45.562530517578125,5980870037.546934
4.0881,0.5570164278368661,-45.44474792480469,6005500826.03254
4.0881,0.6360187578173192,-45.472747802734375,5965851264.0801
4.0881,0.7160211172911958,-45.64012908935547,6013911339.173967
4.0881,0.7950234472716491,-45.41326904296875,6041345632.0400505
4.0881,0.8750258067455255,-45.45669555664063,6035137872.3404255
4.0881,0.9540281367259787,-45.45947265625,5958642252.81602
4.0881,1.0340304961998557,-45.472991943359375,6063573416.770964
4.0881,1.1130328261803086,-45.48878479003906,5980469536.921151
4.0881,1.1930351856541854,-45.42781829833984,5967653516.89612
4.0881,1.2730375451280618,-45.35874938964844,6060970162.70338
4.0881,1.3520398751085152,-45.3692626953125,6031333116.395494
4.0881,1.4320422345823915,-45.293487548828125,6002897571.964956
4.0881,1.5110445645628447,-45.54643249511719,6023523354.192741
4.0881,1.5910469240367215,-45.38582611083984,6005500826.03254
4.0881,1.6700492540171747,-45.50225067138672,6032134117.6470585
4.0881,1.750051613491051,-45.49341583251953,5988279299.123905
4.0881,1.8290539434715043,-45.454833984375,6086201702.12766
4.0881,1.909056302945381,-45.46066284179688,6009505832.290363
4.0881,1.9880586329258343,-45.51886749267578,6032935118.898623
4.0881,2.0680609923997113,-45.25886535644531,6047353141.426784
4.0881,2.147063322380164,-45.47454071044922,6046351889.862328
4.0881,2.2270656818540404,-45.50537872314453,6002897571.964956
4.0881,2.306068011834494,-45.55503845214844,6063973917.396746
4.0881,2.386070371308371,-45.53095245361328,6004099073.842303
4.0881,2.466072730782247,-45.37385559082031,6005500826.03254
4.0881,2.5450750607627,-45.431434631347656,5961445757.196496
4.0881,2.6250774202365768,-45.347206115722656,6030331864.831038
4.0881,2.7040797502170304,-45.510704040527344,6031533366.708385
4.0881,2.7840821096909063,-45.5044174194336,6025125356.695869
4.0881,2.86308443967136,-45.48664093017578,5980469536.921151
4.0881,2.9430867991452363,-45.48640441894531,6005500826.03254
4.0881,3.0220891291256895,-45.593238830566406,5981871289.111389
4.0881,3.1020914885995663,-45.5186767578125,6022722352.941176
4.0881,3.18109381858002,-45.27538299560547,6057966408.010013
4.0881,3.2610961780538963,-45.49829864501953,6040744881.101377
4.0881,3.3400985080343495,-45.563575744628906,5981671038.798498
4.0881,3.420100867508226,-45.5821533203125,6015112841.051314
4.0881,3.499103197488679,-45.35265350341797,6060569662.077597
4.0881,3.5791055569625563,-45.53813171386719,6067578423.028786
4.0881,3.6591079164364317,-45.43502807617188,6063973917.396746
4.0881,3.738110246416886,-45.47447967529297,6006301827.284105
4.0881,3.818112605890762,-45.29594421386719,6020519599.499374
4.0881,3.8971149358712154,-45.48030090332031,6028529612.015018
4.0881,3.9771172953450917,-45.54363250732422,6056164155.193993
4.0881,4.056119625325545,-45.43513488769531,6021320600.750938
4.0881,4.136121984799423,-45.64190673828125,6018717346.683354
4.0881,4.2151243147798745,-45.41658782958984,6000094067.58448
4.0881,4.295126674253751,-45.54473114013672,6003498322.903629
4.0881,4.374129004234204,-45.532012939453125,6064174167.709637
4.0881,4.454131363708081,-45.50180816650391,6007303078.84856
