Gain [dB],Phase [rads.],Amplitude [dBm],Frequency [Hz],Flag
4.0,2.863223684284369,2.6232845409577498e-14,0.0,0.0
4.0,2.94275767551449,2.1242739964934125e-13,0.0,0.0
4.0,3.022291666744611,1.342597027927955e-13,0.0,0.0
4.0,3.1018256579747328,5.430203683230627e-14,0.0,0.0
4.0,3.181359649204854,6.586128510676148e-14,0.0,0.0
4.0,3.2608936404349755,1.3208633748441241e-13,0.0,0.0
4.0,3.3404276316650967,3.3610066369991115e-14,0.0,0.0
4.0,3.419961622895218,1.8238146901579008e-14,0.0,0.0
4.0,3.4994956141253395,7.522125413015297e-14,0.0,0.0
4.0,3.5790296053554607,1.3343520611549628e-14,0.0,0.0
4.0,3.6585635965855823,6.962058291188626e-14,0.0,0.0
4.0,3.7380975878157034,1.920462228361681e-14,0.0,0.0
4.0,3.817631579045825,6.551797819567295e-14,0.0,0.0
4.0,3.8971655702759462,4.2385879892931606e-13,0.0,0.0
4.0,3.9766995615060674,2.396843389847383e-13,0.0,0.0
4.0,4.056233552736189,9.640192100586674e-14,0.0,0.0
4.0,4.135767543966311,7.703233775032716e-16,0.0,0.0
4.0,4.215301535196431,1.1811213433716439e-14,0.0,0.0
4.0,4.294835526426553,3.6986148117152477e-13,0.0,0.0
4.0,4.374369517656675,3.111160473779574e-14,0.0,0.0
4.0,4.453903508886795,1.0816602435775922e-12,0.0,0.0
4.0,4.533437500116917,2.0539140349271576e-13,0.0,0.0
4.0,4.6129714913470385,6.982361005837999e-14,0.0,0.0
4.0,4.692505482577159,2.3347686057648694e-13,0.0,0.0
4.0,4.772039473807281,1.4440656439368234e-13,0.0,0.0
4.0,4.8515734650374025,6.522099344378667e-14,0.0,0.0
4.0,4.931107456267524,8.967493804596976e-14,0.0,0.0
4.0,5.010641447497645,3.1029599120308283e-13,0.0,0.0
4.0,5.0901754387277665,1.1311573004415247e-12,0.0,0.0
4.0,5.169709429957888,7.445939468695225e-13,0.0,0.0
4.0,5.249243421188009,2.5948031100959946e-13,0.0,0.0
4.0,5.32877741241813,2.219576286707175e-13,0.0,0.0
4.0,5.408311403648252,1.2552086249736417e-13,0.0,0.0
4.0,5.487845394878374,7.482025512723357e-14,0.0,0.0
4.0,5.567379386108494,5.757386904127195e-13,0.0,0.0
4.0,5.646913377338616,1.412984806830296e-13,0.0,0.0
4.0,5.726447368568738,7.011353715747287e-13,0.0,0.0
4.0,5.805981359798858,3.909901886598296e-14,0.0,0.0
4.0,5.88551535102898,1.4276853853161996e-13,0.0,0.0
4.0,5.9650493422591016,2.9673843722140357e-13,0.0,0.0
4.0,6.044583333489222,3.487123986498313e-13,0.0,0.0
4.0,6.124117324719344,5.609670148013692e-13,0.0,0.0
4.0,6.2036513159494655,4.028651255208944e-14,0.0,0.0
4.0,6.283185307179586,1.3314180021440143e-14,0.0,0.0
4.074576271186441,0.0,1.5795620157987015e-12,0.0,0.0
4.074576271186441,0.07953399123012135,2.0843060124263517e-13,0.0,0.0
4.074576271186441,0.1590679824602427,2.4412500916089545e-14,0.0,0.0
4.074576271186441,0.23860197369036407,8.728812633027599e-14,0.0,0.0
4.074576271186441,0.3181359649204854,1.186652224067384e-13,0.0,0.0
4.074576271186441,0.39766995615060674,1.2407902646452762e-13,0.0,0.0
4.074576271186441,0.47720394738072813,2.156241232196302e-12,0.0,0.0
4.074576271186441,0.5567379386108494,1.1328020556409594e-12,0.0,0.0
4.074576271186441,0.6362719298409708,8.217033457527408e-14,0.0,0.0
4.074576271186441,0.7158059210710922,4.805772403364417e-14,0.0,0.0
4.074576271186441,0.7953399123012135,2.064824069935365e-13,0.0,0.0
4.074576271186441,0.8748739035313349,2.219899748896885e-13,0.0,0.0
4.074576271186441,0.9544078947614563,2.0556178316010165e-13,0.0,0.0
4.074576271186441,1.0339418859915777,2.4542045012165794e-13,0.0,0.0
4.074576271186441,1.1134758772216988,7.563955735084464e-13,0.0,0.0
4.074576271186441,1.1930098684518202,7.559906590316157e-14,0.0,0.0
4.074576271186441,1.2725438596819416,6.130824106685776e-13,0.0,0.0
4.074576271186441,1.352077850912063,1.3649869906921414e-13,0.0,0.0
4.074576271186441,1.4316118421421844,4.4448233205348613e-13,0.0,0.0
4.074576271186441,1.5111458333723056,1.4978961636273796e-13,0.0,0.0
4.074576271186441,1.590679824602427,5.22736611709624e-13,0.0,0.0
4.074576271186441,1.6702138158325484,5.1798012195579825e-14,0.0,0.0
4.074576271186441,1.7497478070626697,5.510419223234488e-13,0.0,0.0
4.074576271186441,1.8292817982927911,1.5191263873157738e-13,0.0,0.0
4.074576271186441,1.9088157895229125,1.595202927135392e-14,0.0,0.0
4.074576271186441,1.9883497807530337,8.989238753909312e-15,0.0,0.0
4.074576271186441,2.0678837719831553,3.0234375450762274e-14,0.0,0.0
4.074576271186441,2.1474177632132765,1.3984035340765602e-14,0.0,0.0
4.074576271186441,2.2269517544433977,1.461909504533583e-13,0.0,0.0
4.074576271186441,2.3064857456735193,3.674893202285749e-15,0.0,0.0
4.074576271186441,2.3860197369036404,3.579215862015011e-13,0.0,0.0
4.074576271186441,2.465553728133762,7.577204914988762e-14,0.0,0.0
4.074576271186441,2.5450877193638832,2.3534317829980296e-14,0.0,0.0
4.074576271186441,2.6246217105940044,1.924187598896517e-15,0.0,0.0
4.074576271186441,2.704155701824126,1.92619409492815e-14,0.0,0.0
4.074576271186441,2.783689693054247,2.065808673271099e-13,0.0,0.0
4.074576271186441,2.863223684284369,1.263167312799243e-13,0.0,0.0
4.074576271186441,2.94275767551449,5.0360380296438536e-14,0.0,0.0
4.074576271186441,3.022291666744611,1.2143571368750553e-14,0.0,0.0
4.074576271186441,3.1018256579747328,2.7029444246587318e-14,0.0,0.0
4.074576271186441,3.181359649204854,2.5162935441518067e-14,0.0,0.0
4.074576271186441,3.2608936404349755,8.702226441145675e-14,0.0,0.0
4.074576271186441,3.3404276316650967,7.286430877836002e-14,0.0,0.0
4.074576271186441,3.419961622895218,1.2371510971700472e-12,0.0,0.0
4.074576271186441,3.4994956141253395,1.8120935325713825e-14,0.0,0.0
4.074576271186441,3.5790296053554607,1.7319076507973937e-13,0.0,0.0
4.074576271186441,3.6585635965855823,1.4009961224660675e-13,0.0,0.0
4.074576271186441,3.7380975878157034,7.577508426434772e-16,0.0,0.0
4.074576271186441,3.817631579045825,4.199287901982602e-13,0.0,0.0
4.074576271186441,3.8971655702759462,2.723239637668523e-15,0.0,0.0
4.074576271186441,3.9766995615060674,6.2837960772076e-14,0.0,0.0
4.074576271186441,4.056233552736189,1.5982507208709755e-13,0.0,0.0
4.074576271186441,4.135767543966311,3.017427786851014e-13,0.0,0.0
4.074576271186441,4.215301535196431,7.909164790811378e-13,0.0,0.0
4.074576271186441,4.294835526426553,2.3259166232998095e-15,0.0,0.0
4.074576271186441,4.374369517656675,8.907124217422769e-14,0.0,0.0
4.074576271186441,4.453903508886795,1.291700380712137e-14,0.0,0.0
4.074576271186441,4.533437500116917,2.3074573147765093e-13,0.0,0.0
4.074576271186441,4.6129714913470385,3.266700751164375e-13,0.0,0.0
4.074576271186441,4.692505482577159,9.135640668666476e-13,0.0,0.0
4.074576271186441,4.772039473807281,3.1018198814067015e-13,0.0,0.0
4.074576271186441,4.8515734650374025,4.631436407916065e-13,0.0,0.0
4.074576271186441,4.931107456267524,1.6706036575152504e-13,0.0,0.0
4.074576271186441,5.010641447497645,4.676195998211372e-13,0.0,0.0
4.074576271186441,5.0901754387277665,7.526835899162132e-14,0.0,0.0
4.074576271186441,5.169709429957888,1.5222649312835332e-13,0.0,0.0
4.074576271186441,5.249243421188009,7.524880475026775e-13,0.0,0.0
4.074576271186441,5.32877741241813,2.83138862866593e-13,0.0,0.0
4.074576271186441,5.408311403648252,2.810705524067402e-13,0.0,0.0
4.074576271186441,5.487845394878374,5.611059301264935e-13,0.0,0.0
4.074576271186441,5.567379386108494,1.4956456327507849e-13,0.0,0.0
4.074576271186441,5.646913377338616,9.800406651996456e-14,0.0,0.0
4.074576271186441,5.726447368568738,4.24710323085749e-13,0.0,0.0
4.074576271186441,5.805981359798858,1.547935247977061e-13,0.0,0.0
4.074576271186441,5.88551535102898,7.976927633807513e-14,0.0,0.0
4.074576271186441,5.9650493422591016,6.226309342791918e-13,0.0,0.0
4.074576271186441,6.044583333489222,1.8445769555927293e-12,0.0,0.0
4.074576271186441,6.124117324719344,4.925386488903194e-13,0.0,0.0
4.074576271186441,6.2036513159494655,4.655773631626234e-14,0.0,0.0
4.074576271186441,6.283185307179586,1.5795619453773166e-12,0.0,0.0
4.149152542372882,0.0,2.483584839574177e-14,0.0,0.0
4.149152542372882,0.07953399123012135,9.98254581139463e-13,0.0,0.0
4.149152542372882,0.1590679824602427,3.9224387035738077e-13,0.0,0.0
4.149152542372882,0.23860197369036407,8.475285062132537e-14,0.0,0.0
4.149152542372882,0.3181359649204854,2.5730422351931014e-13,0.0,0.0
4.149152542372882,0.39766995615060674,7.371286415793812e-13,0.0,0.0
4.149152542372882,0.47720394738072813,3.57946522961994e-13,0.0,0.0
4.149152542372882,0.5567379386108494,7.180974163367178e-13,0.0,0.0
4.149152542372882,0.6362719298409708,9.371477309851901e-14,0.0,0.0
4.149152542372882,0.7158059210710922,3.1279019413824517e-12,0.0,0.0
4.149152542372882,0.7953399123012135,8.005181355117543e-14,0.0,0.0
4.149152542372882,0.8748739035313349,4.243228875071413e-13,0.0,0.0
4.149152542372882,0.9544078947614563,2.135123990386889e-13,0.0,0.0
4.149152542372882,1.0339418859915777,1.9453848986412163e-13,0.0,0.0
4.149152542372882,1.1134758772216988,7.483565420825118e-13,0.0,0.0
4.149152542372882,1.1930098684518202,8.301912134173656e-14,0.0,0.0
4.149152542372882,1.2725438596819416,1.525133916979902e-13,0.0,0.0
4.149152542372882,1.352077850912063,6.306445329009073e-13,0.0,0.0
4.149152542372882,1.4316118421421844,1.2088996006390246e-13,0.0,0.0
4.149152542372882,1.5111458333723056,2.90453326985326e-14,0.0,0.0
4.149152542372882,1.590679824602427,8.891205424447757e-14,0.0,0.0
4.149152542372882,1.6702138158325484,7.840336656872058e-14,0.0,0.0
4.149152542372882,1.7497478070626697,8.040775950717988e-14,0.0,0.0
4.149152542372882,1.8292817982927911,9.891119551750686e-13,0.0,0.0
4.149152542372882,1.9088157895229125,1.8284127888549978e-14,0.0,0.0
4.149152542372882,1.9883497807530337,1.7123534327070641e-12,0.0,0.0
4.149152542372882,2.0678837719831553,3.6357958124418326e-15,0.0,0.0
4.149152542372882,2.1474177632132765,4.690002956239046e-14,0.0,0.0
4.149152542372882,2.2269517544433977,3.6756884891129614e-14,0.0,0.0
4.149152542372882,2.3064857456735193,1.2232127720360234e-13,0.0,0.0
4.149152542372882,2.3860197369036404,8.024224916055847e-15,0.0,0.0
4.149152542372882,2.465553728133762,3.0204112144577125e-13,0.0,0.0
4.149152542372882,2.5450877193638832,5.13608431142646e-14,0.0,0.0
4.149152542372882,2.6246217105940044,7.44132564759658e-15,0.0,0.0
4.149152542372882,2.704155701824126,5.836897752588157e-13,0.0,0.0
4.149152542372882,2.783689693054247,3.9577080783304395e-15,0.0,0.0
4.149152542372882,2.863223684284369,2.406646635476345e-13,0.0,0.0
4.149152542372882,2.94275767551449,8.914379764611351e-15,0.0,0.0
4.149152542372882,3.022291666744611,2.7239089191366636e-14,0.0,0.0
4.149152542372882,3.1018256579747328,2.605976146398824e-14,0.0,0.0
4.149152542372882,3.181359649204854,1.2656938177904926e-14,0.0,0.0
4.149152542372882,3.2608936404349755,3.670332886593411e-14,0.0,0.0
4.149152542372882,3.3404276316650967,5.1332536970127956e-14,0.0,0.0
4.149152542372882,3.419961622895218,6.786912796359164e-14,0.0,0.0
4.149152542372882,3.4994956141253395,3.7227546199120285e-13,0.0,0.0
4.149152542372882,3.5790296053554607,8.761285048214201e-15,0.0,0.0
4.149152542372882,3.6585635965855823,1.450454225413273e-13,0.0,0.0
4.149152542372882,3.7380975878157034,9.004815010873702e-13,0.0,0.0
4.149152542372882,3.817631579045825,8.091710325046895e-14,0.0,0.0
4.149152542372882,3.8971655702759462,1.0696580117082671e-15,0.0,0.0
4.149152542372882,3.9766995615060674,4.902586994291773e-14,0.0,0.0
4.149152542372882,4.056233552736189,1.8778380392474928e-14,0.0,0.0
4.149152542372882,4.135767543966311,3.906174688259901e-13,0.0,0.0
4.149152542372882,4.215301535196431,1.5699608222037007e-13,0.0,0.0
4.149152542372882,4.294835526426553,1.815804168708817e-14,0.0,0.0
4.149152542372882,4.374369517656675,7.354180806056691e-14,0.0,0.0
4.149152542372882,4.453903508886795,3.272400164274882e-14,0.0,0.0
4.149152542372882,4.533437500116917,1.3796546488552466e-12,0.0,0.0
4.149152542372882,4.6129714913470385,8.782817335013482e-14,0.0,0.0
4.149152542372882,4.692505482577159,9.149677681432565e-14,0.0,0.0
4.149152542372882,4.772039473807281,3.604599228906745e-14,0.0,0.0
4.149152542372882,4.8515734650374025,4.3016564338373154e-13,0.0,0.0
4.149152542372882,4.931107456267524,1.24503848203106e-13,0.0,0.0
4.149152542372882,5.010641447497645,7.042933308835453e-14,0.0,0.0
4.149152542372882,5.0901754387277665,2.1045831072500864e-13,0.0,0.0
4.149152542372882,5.169709429957888,1.2146872335022829e-13,0.0,0.0
4.149152542372882,5.249243421188009,2.0892026468643357e-13,0.0,0.0
4.149152542372882,5.32877741241813,8.503135443168632e-14,0.0,0.0
4.149152542372882,5.408311403648252,5.859566586747202e-13,0.0,0.0
4.149152542372882,5.487845394878374,7.018980090332632e-13,0.0,0.0
4.149152542372882,5.567379386108494,5.407992305103484e-13,0.0,0.0
4.149152542372882,5.646913377338616,2.1059735724429486e-14,0.0,0.0
4.149152542372882,5.726447368568738,6.06865816494309e-14,0.0,0.0
4.149152542372882,5.805981359798858,5.1795658380880034e-14,0.0,0.0
4.149152542372882,5.88551535102898,8.115517337081631e-14,0.0,0.0
4.149152542372882,5.9650493422591016,2.603703113928793e-13,0.0,0.0
4.149152542372882,6.044583333489222,2.020959362183767e-14,0.0,0.0
4.149152542372882,6.124117324719344,6.755088749494988e-15,0.0,0.0
4.149152542372882,6.2036513159494655,3.830865596676545e-14,0.0,0.0
4.149152542372882,6.283185307179586,1.1279663949167996e-13,0.0,0.0
4.2237288135593225,0.0,1.4065857301329308e-13,0.0,0.0
4.2237288135593225,0.07953399123012135,4.818176678624955e-13,0.0,0.0
4.2237288135593225,0.1590679824602427,2.5178327507716462e-14,0.0,0.0
4.2237288135593225,0.23860197369036407,1.0444273040129522e-13,0.0,0.0
4.2237288135593225,0.3181359649204854,6.29536009255648e-14,0.0,0.0
4.2237288135593225,0.39766995615060674,4.238666164000833e-14,0.0,0.0
4.2237288135593225,0.47720394738072813,5.864433898021133e-13,0.0,0.0
4.2237288135593225,0.5567379386108494,6.51694907712297e-14,0.0,0.0
4.2237288135593225,0.6362719298409708,1.271821022346422e-13,0.0,0.0
4.2237288135593225,0.7158059210710922,2.228826459398115e-13,0.0,0.0
4.2237288135593225,0.7953399123012135,2.306216296187398e-13,0.0,0.0
4.2237288135593225,0.8748739035313349,3.5011081906974355e-13,0.0,0.0
4.2237288135593225,0.9544078947614563,6.540751464816483e-13,0.0,0.0
4.2237288135593225,1.0339418859915777,1.0773015771616343e-12,0.0,0.0
4.2237288135593225,1.1134758772216988,7.121322332008692e-13,0.0,0.0
4.2237288135593225,1.1930098684518202,8.036155090976184e-14,0.0,0.0
4.2237288135593225,1.2725438596819416,8.138366470967252e-13,0.0,0.0
4.2237288135593225,1.352077850912063,8.108292916924448e-14,0.0,0.0
4.2237288135593225,1.4316118421421844,9.245832356616915e-14,0.0,0.0
4.2237288135593225,1.5111458333723056,4.459258810301058e-13,0.0,0.0
4.2237288135593225,1.590679824602427,6.133697788152842e-14,0.0,0.0
4.2237288135593225,1.6702138158325484,8.323845055639822e-14,0.0,0.0
4.2237288135593225,1.7497478070626697,5.5692640547181324e-14,0.0,0.0
4.2237288135593225,1.8292817982927911,2.730918410455161e-13,0.0,0.0
4.2237288135593225,1.9088157895229125,3.466875614750846e-13,0.0,0.0
4.2237288135593225,1.9883497807530337,3.5826681027170933e-14,0.0,0.0
4.2237288135593225,2.0678837719831553,3.6049943371529757e-14,0.0,0.0
4.2237288135593225,2.1474177632132765,1.201327396283661e-14,0.0,0.0
4.2237288135593225,2.2269517544433977,2.84700524283547e-13,0.0,0.0
4.2237288135593225,2.3064857456735193,1.3963582862112634e-15,0.0,0.0
4.2237288135593225,2.3860197369036404,3.224353007472185e-15,0.0,0.0
4.2237288135593225,2.465553728133762,5.5935244161160456e-14,0.0,0.0
4.2237288135593225,2.5450877193638832,6.407322502657263e-13,0.0,0.0
4.2237288135593225,2.6246217105940044,3.4998952768444006e-15,0.0,0.0
4.2237288135593225,2.704155701824126,7.696143865031857e-13,0.0,0.0
4.2237288135593225,2.783689693054247,1.9346484628054793e-14,0.0,0.0
4.2237288135593225,2.863223684284369,3.211925314698216e-14,0.0,0.0
4.2237288135593225,2.94275767551449,4.671739973494943e-14,0.0,0.0
4.2237288135593225,3.022291666744611,1.6615906759141886e-13,0.0,0.0
4.2237288135593225,3.1018256579747328,2.3491118004724416e-14,0.0,0.0
4.2237288135593225,3.181359649204854,1.52082265099151e-14,0.0,0.0
4.2237288135593225,3.2608936404349755,9.070548607842501e-14,0.0,0.0
4.2237288135593225,3.3404276316650967,8.10165721107262e-14,0.0,0.0
4.2237288135593225,3.419961622895218,1.3895879033502719e-14,0.0,0.0
4.2237288135593225,3.4994956141253395,2.4710825179143884e-13,0.0,0.0
4.2237288135593225,3.5790296053554607,7.32705341587966e-14,0.0,0.0
4.2237288135593225,3.6585635965855823,5.1277176277839265e-15,0.0,0.0
4.2237288135593225,3.7380975878157034,8.613468484652961e-15,0.0,0.0
4.2237288135593225,3.817631579045825,6.930391965364285e-13,0.0,0.0
4.2237288135593225,3.8971655702759462,5.933186128780358e-14,0.0,0.0
4.2237288135593225,3.9766995615060674,1.480642601808357e-12,0.0,0.0
4.2237288135593225,4.056233552736189,1.9869590834345722e-12,0.0,0.0
4.2237288135593225,4.135767543966311,3.107516203780738e-14,0.0,0.0
4.2237288135593225,4.215301535196431,3.341528099691396e-14,0.0,0.0
4.2237288135593225,4.294835526426553,8.921566101318512e-15,0.0,0.0
4.2237288135593225,4.374369517656675,7.492795415037886e-15,0.0,0.0
4.2237288135593225,4.453903508886795,3.6203846667517085e-14,0.0,0.0
4.2237288135593225,4.533437500116917,1.9583373016648444e-14,0.0,0.0
4.2237288135593225,4.6129714913470385,1.5188608791385535e-13,0.0,0.0
4.2237288135593225,4.692505482577159,2.319291026722172e-14,0.0,0.0
4.2237288135593225,4.772039473807281,1.1659010282848783e-13,0.0,0.0
4.2237288135593225,4.8515734650374025,5.708858233229371e-13,0.0,0.0
4.2237288135593225,4.931107456267524,6.68192432475016e-14,0.0,0.0
4.2237288135593225,5.010641447497645,1.164990062315281e-13,0.0,0.0
4.2237288135593225,5.0901754387277665,7.707707339182768e-13,0.0,0.0
4.2237288135593225,5.169709429957888,9.804910471714621e-14,0.0,0.0
4.2237288135593225,5.249243421188009,1.7535671176031014e-13,0.0,0.0
4.2237288135593225,5.32877741241813,1.241938947961361e-13,0.0,0.0
4.2237288135593225,5.408311403648252,5.412662101488346e-13,0.0,0.0
4.2237288135593225,5.487845394878374,5.196476983063608e-14,0.0,0.0
4.2237288135593225,5.567379386108494,1.0665952410980006e-12,0.0,0.0
4.2237288135593225,5.646913377338616,6.082321598397382e-14,0.0,0.0
4.2237288135593225,5.726447368568738,3.963304783992609e-13,0.0,0.0
4.2237288135593225,5.805981359798858,8.965764328232819e-14,0.0,0.0
4.2237288135593225,5.88551535102898,1.3441135701759317e-13,0.0,0.0
4.2237288135593225,5.9650493422591016,4.917206479883108e-13,0.0,0.0
4.2237288135593225,6.044583333489222,5.76152805115851e-14,0.0,0.0
4.2237288135593225,6.124117324719344,2.3210966342037434e-12,0.0,0.0
4.2237288135593225,6.2036513159494655,4.459851656977127e-15,0.0,0.0
4.2237288135593225,6.283185307179586,3.294998337269973e-13,0.0,0.0
4.2983050847457624,0.0,5.123049387467008e-15,0.0,0.0
4.2983050847457624,0.07953399123012135,5.968797307490074e-13,0.0,0.0
4.2983050847457624,0.1590679824602427,9.016145039454879e-14,0.0,0.0
4.2983050847457624,0.23860197369036407,2.521924590120374e-13,0.0,0.0
4.2983050847457624,0.3181359649204854,5.681412141917745e-14,0.0,0.0
4.2983050847457624,0.39766995615060674,3.1526733222143326e-14,0.0,0.0
4.2983050847457624,0.47720394738072813,2.4259509008466243e-13,0.0,0.0
4.2983050847457624,0.5567379386108494,8.788820669011381e-13,0.0,0.0
4.2983050847457624,0.6362719298409708,1.4842403186863852e-12,0.0,0.0
4.2983050847457624,0.7158059210710922,4.962404821124198e-13,0.0,0.0
4.2983050847457624,0.7953399123012135,7.521458472274357e-14,0.0,0.0
4.2983050847457624,0.8748739035313349,1.8743036376513104e-13,0.0,0.0
4.2983050847457624,0.9544078947614563,2.9436424982618625e-13,0.0,0.0
4.2983050847457624,1.0339418859915777,8.713169241324419e-14,0.0,0.0
4.2983050847457624,1.1134758772216988,4.3846094723654167e-13,0.0,0.0
4.2983050847457624,1.1930098684518202,7.778873313006823e-14,0.0,0.0
4.2983050847457624,1.2725438596819416,1.0852659528574825e-12,0.0,0.0
4.2983050847457624,1.352077850912063,6.759427443639573e-14,0.0,0.0
4.2983050847457624,1.4316118421421844,1.7631317263662223e-13,0.0,0.0
4.2983050847457624,1.5111458333723056,3.697391753070092e-14,0.0,0.0
4.2983050847457624,1.590679824602427,1.6145332138607528e-14,0.0,0.0
4.2983050847457624,1.6702138158325484,2.9127440133349456e-14,0.0,0.0
4.2983050847457624,1.7497478070626697,1.2546071206447492e-14,0.0,0.0
4.2983050847457624,1.8292817982927911,3.853528193174428e-15,0.0,0.0
4.2983050847457624,1.9088157895229125,7.523078636656123e-14,0.0,0.0
4.2983050847457624,1.9883497807530337,2.6972267666927385e-14,0.0,0.0
4.2983050847457624,2.0678837719831553,6.149620867117045e-16,0.0,0.0
4.2983050847457624,2.1474177632132765,3.240148537595856e-14,0.0,0.0
4.2983050847457624,2.2269517544433977,1.3342975231092564e-13,0.0,0.0
4.2983050847457624,2.3064857456735193,2.354164046529118e-13,0.0,0.0
4.2983050847457624,2.3860197369036404,2.957521223585938e-14,0.0,0.0
4.2983050847457624,2.465553728133762,4.4396421677725307e-13,0.0,0.0
4.2983050847457624,2.5450877193638832,9.43866467100802e-13,0.0,0.0
4.2983050847457624,2.6246217105940044,1.6667872404572782e-14,0.0,0.0
4.2983050847457624,2.704155701824126,1.023400995806397e-13,0.0,0.0
4.2983050847457624,2.783689693054247,4.3354625238591347e-14,0.0,0.0
4.2983050847457624,2.863223684284369,5.1616794675965357e-14,0.0,0.0
4.2983050847457624,2.94275767551449,1.185321553570286e-13,0.0,0.0
4.2983050847457624,3.022291666744611,2.664545519377591e-13,0.0,0.0
4.2983050847457624,3.1018256579747328,2.188987362616957e-14,0.0,0.0
4.2983050847457624,3.181359649204854,6.26776454079557e-14,0.0,0.0
4.2983050847457624,3.2608936404349755,1.332186372272088e-14,0.0,0.0
4.2983050847457624,3.3404276316650967,1.0417617511285282e-13,0.0,0.0
4.2983050847457624,3.419961622895218,8.021868736026793e-14,0.0,0.0
4.2983050847457624,3.4994956141253395,2.420970656774436e-13,0.0,0.0
4.2983050847457624,3.5790296053554607,3.306491809688153e-14,0.0,0.0
4.2983050847457624,3.6585635965855823,2.2355133695708826e-13,0.0,0.0
4.2983050847457624,3.7380975878157034,1.015635146547155e-13,0.0,0.0
4.2983050847457624,3.817631579045825,1.4388490320368699e-13,0.0,0.0
4.2983050847457624,3.8971655702759462,3.1156029718223124e-14,0.0,0.0
4.2983050847457624,3.9766995615060674,1.3087660673704062e-14,0.0,0.0
4.2983050847457624,4.056233552736189,4.137424941081748e-14,0.0,0.0
4.2983050847457624,4.135767543966311,9.696110628222947e-14,0.0,0.0
4.2983050847457624,4.215301535196431,2.6228784816249427e-14,0.0,0.0
4.2983050847457624,4.294835526426553,1.8019291048791722e-13,0.0,0.0
4.2983050847457624,4.374369517656675,1.979877303341394e-13,0.0,0.0
4.2983050847457624,4.453903508886795,6.868592290751275e-14,0.0,0.0
4.2983050847457624,4.533437500116917,4.723882114897558e-15,0.0,0.0
4.2983050847457624,4.6129714913470385,5.1499388024106104e-14,0.0,0.0
4.2983050847457624,4.692505482577159,4.930095056150193e-13,0.0,0.0
4.2983050847457624,4.772039473807281,9.944961923756955e-14,0.0,0.0
4.2983050847457624,4.8515734650374025,7.015397106522113e-13,0.0,0.0
4.2983050847457624,4.931107456267524,1.0855651443905262e-13,0.0,0.0
4.2983050847457624,5.010641447497645,8.089333971110846e-14,0.0,0.0
4.2983050847457624,5.0901754387277665,4.014266021091168e-13,0.0,0.0
4.2983050847457624,5.169709429957888,1.755150851453414e-13,0.0,0.0
4.2983050847457624,5.249243421188009,1.1354697868366337e-12,0.0,0.0
4.2983050847457624,5.32877741241813,1.1329061636499427e-12,0.0,0.0
4.2983050847457624,5.408311403648252,2.8550029410662694e-13,0.0,0.0
4.2983050847457624,5.487845394878374,9.891490425346343e-13,0.0,0.0
4.2983050847457624,5.567379386108494,7.812043053110541e-14,0.0,0.0
4.2983050847457624,5.646913377338616,4.3648250445531393e-14,0.0,0.0
