Gain [dB],Phase [rads.],Amplitude [dBm],Frequency [Hz],Flag
4.0,5.88551535102898,19486945575861.258,0.0,0
4.0,5.9650493422591016,19340236323794.95,0.0,0
4.0,6.044583333489222,19223100882896.785,0.0,0
4.0,6.124117324719344,19143370730017.277,0.0,0
4.0,6.2036513159494655,19096140454155.082,0.0,0
4.0,6.283185307179586,19079842348231.348,0.0,0
4.074576271186441,0.0,19170643498549.887,0.0,0
4.074576271186441,0.07953399123012135,19187312169736.67,0.0,0
4.074576271186441,0.1590679824602427,19235248497134.383,0.0,0
4.074576271186441,0.23860197369036407,19319211470696.37,0.0,0
4.074576271186441,0.3181359649204854,19432774027164.418,0.0,0
4.074576271186441,0.39766995615060674,19585035531799.84,0.0,0
4.074576271186441,0.47720394738072813,19772692255538.527,0.0,0
4.074576271186441,0.5567379386108494,19994620496775.766,0.0,0
4.074576271186441,0.6362719298409708,20263846556846.656,0.0,0
4.074576271186441,0.7158059210710922,20576952527415.19,0.0,0
4.074576271186441,0.7953399123012135,20923709478922.055,0.0,0
4.074576271186441,0.8748739035313349,21323477821507.656,0.0,0
4.074576271186441,0.9544078947614563,21807634309745.066,0.0,0
4.074576271186441,1.0339418859915777,22281217991070.984,0.0,0
4.074576271186441,1.1134758772216988,22886840820163.74,0.0,0
4.074576271186441,1.1930098684518202,23567929900955.656,0.0,0
4.074576271186441,1.2725438596819416,24318874904521.742,0.0,0
4.074576271186441,1.352077850912063,25170217801949.35,0.0,0
4.074576271186441,1.4316118421421844,26112077321988.707,0.0,0
4.074576271186441,1.5111458333723056,27244081129148.094,0.0,0
4.074576271186441,1.590679824602427,28508214378766.816,0.0,0
4.074576271186441,1.6702138158325484,29965299839725.92,0.0,0
4.074576271186441,1.7497478070626697,31652861220032.316,0.0,0
4.074576271186441,1.8292817982927911,33651399278583.54,0.0,0
4.074576271186441,1.9088157895229125,35970399959944.06,0.0,0
4.074576271186441,1.9883497807530337,38801315878221.766,0.0,0
4.074576271186441,2.0678837719831553,42202318230022.984,0.0,0
4.074576271186441,2.1474177632132765,46387599797933.87,0.0,0
4.074576271186441,2.2269517544433977,51607539186690.72,0.0,0
4.074576271186441,2.3064857456735193,58256299831607.38,0.0,0
4.074576271186441,2.3860197369036404,66900836903001.734,0.0,0
4.074576271186441,2.465553728133762,78441983930741.0,0.0,0
4.074576271186441,2.5450877193638832,94270395785532.48,0.0,0
4.074576271186441,2.6246217105940044,116696706253577.66,0.0,0
4.074576271186441,2.704155701824126,149806406496794.94,0.0,0
4.074576271186441,2.783689693054247,185120093750242.66,0.0,0
4.074576271186441,2.863223684284369,209777569204754.16,0.0,0
4.074576271186441,2.94275767551449,228415177212547.47,0.0,0
4.074576271186441,3.022291666744611,240572730586385.62,0.0,0
4.074576271186441,3.1018256579747328,246542970668596.94,0.0,0
4.074576271186441,3.181359649204854,246436908482721.28,0.0,0
4.074576271186441,3.2608936404349755,240640373584723.94,0.0,0
4.074576271186441,3.3404276316650967,228297123596876.3,0.0,0
4.074576271186441,3.419961622895218,209696412766093.7,0.0,0
4.074576271186441,3.4994956141253395,185288542433951.28,0.0,0
4.074576271186441,3.5790296053554607,149764543172381.0,0.0,0
4.074576271186441,3.6585635965855823,116705122736285.17,0.0,0
4.074576271186441,3.7380975878157034,94247518143384.84,0.0,0
4.074576271186441,3.817631579045825,78447395474690.42,0.0,0
4.074576271186441,3.8971655702759462,66909516794662.26,0.0,0
4.074576271186441,3.9766995615060674,58261559206076.695,0.0,0
4.074576271186441,4.056233552736189,51630285956436.945,0.0,0
4.074576271186441,4.135767543966311,46393049491554.23,0.0,0
4.074576271186441,4.215301535196431,42206106101941.266,0.0,0
4.074576271186441,4.294835526426553,38801979936006.18,0.0,0
4.074576271186441,4.374369517656675,35990280582007.46,0.0,0
4.074576271186441,4.453903508886795,33638761494481.523,0.0,0
4.074576271186441,4.533437500116917,31643870684002.78,0.0,0
4.074576271186441,4.6129714913470385,29980701757262.26,0.0,0
4.074576271186441,4.692505482577159,28495204898548.918,0.0,0
4.074576271186441,4.772039473807281,27242643599462.14,0.0,0
4.074576271186441,4.8515734650374025,26154581102610.24,0.0,0
4.074576271186441,4.931107456267524,25152852169815.957,0.0,0
4.074576271186441,5.010641447497645,24299919982309.0,0.0,0
4.074576271186441,5.0901754387277665,23557028589768.418,0.0,0
4.074576271186441,5.169709429957888,22898480817794.375,0.0,0
4.074576271186441,5.249243421188009,22306630860544.85,0.0,0
4.074576271186441,5.32877741241813,21790690020545.207,0.0,0
4.074576271186441,5.408311403648252,21350764512107.656,0.0,0
4.074576271186441,5.487845394878374,20919482604930.98,0.0,0
4.074576271186441,5.567379386108494,20566008852952.08,0.0,0
4.074576271186441,5.646913377338616,20262403031667.254,0.0,0
4.074576271186441,5.726447368568738,19997069079675.84,0.0,0
4.074576271186441,5.805981359798858,19773088412252.09,0.0,0
4.074576271186441,5.88551535102898,19588127878031.73,0.0,0
4.074576271186441,5.9650493422591016,19432493880444.79,0.0,0
4.074576271186441,6.044583333489222,19320731184906.03,0.0,0
4.074576271186441,6.124117324719344,19237021628317.02,0.0,0
4.074576271186441,6.2036513159494655,19187288146728.26,0.0,0
4.074576271186441,6.283185307179586,19170643498555.004,0.0,0
4.149152542372882,0.0,19259611757675.617,0.0,0
4.149152542372882,0.07953399123012135,19275145456506.81,0.0,0
4.149152542372882,0.1590679824602427,19324358341996.363,0.0,0
4.149152542372882,0.23860197369036407,19410104715675.438,0.0,0
4.149152542372882,0.3181359649204854,19527040893963.777,0.0,0
4.149152542372882,0.39766995615060674,19678534534361.844,0.0,0
4.149152542372882,0.47720394738072813,19870684857927.1,0.0,0
4.149152542372882,0.5567379386108494,20102448785674.164,0.0,0
4.149152542372882,0.6362719298409708,20368823837689.418,0.0,0
4.149152542372882,0.7158059210710922,20674807473565.19,0.0,0
4.149152542372882,0.7953399123012135,21047904774959.965,0.0,0
4.149152542372882,0.8748739035313349,21465882982848.402,0.0,0
4.149152542372882,0.9544078947614563,21914387439769.855,0.0,0
4.149152542372882,1.0339418859915777,22475820370013.543,0.0,0
4.149152542372882,1.1134758772216988,23051366432827.66,0.0,0
4.149152542372882,1.1930098684518202,23729236612874.367,0.0,0
4.149152542372882,1.2725438596819416,24499356356468.535,0.0,0
4.149152542372882,1.352077850912063,25342571420557.504,0.0,0
4.149152542372882,1.4316118421421844,26365234869677.05,0.0,0
4.149152542372882,1.5111458333723056,27477298264131.86,0.0,0
4.149152542372882,1.590679824602427,28756484113873.574,0.0,0
4.149152542372882,1.6702138158325484,30249600103629.97,0.0,0
4.149152542372882,1.7497478070626697,31976360152136.082,0.0,0
4.149152542372882,1.8292817982927911,34012366164940.48,0.0,0
4.149152542372882,1.9088157895229125,36434052363474.29,0.0,0
4.149152542372882,1.9883497807530337,39315053011689.586,0.0,0
4.149152542372882,2.0678837719831553,42803790520465.91,0.0,0
4.149152542372882,2.1474177632132765,47136262340257.055,0.0,0
4.149152542372882,2.2269517544433977,52453778669265.69,0.0,0
4.149152542372882,2.3064857456735193,59398812209176.5,0.0,0
4.149152542372882,2.3860197369036404,68329051633391.56,0.0,0
4.149152542372882,2.465553728133762,80372760074310.86,0.0,0
4.149152542372882,2.5450877193638832,96931480416437.55,0.0,0
4.149152542372882,2.6246217105940044,120754988313510.92,0.0,0
4.149152542372882,2.704155701824126,156005231180764.84,0.0,0
4.149152542372882,2.783689693054247,191838055953149.97,0.0,0
4.149152542372882,2.863223684284369,218064587805065.6,0.0,0
4.149152542372882,2.94275767551449,237499846601164.53,0.0,0
4.149152542372882,3.022291666744611,250435223839425.22,0.0,0
4.149152542372882,3.1018256579747328,256497503417294.8,0.0,0
4.149152542372882,3.181359649204854,256704332397608.25,0.0,0
4.149152542372882,3.2608936404349755,250277666335743.0,0.0,0
4.149152542372882,3.3404276316650967,237674961945714.94,0.0,0
4.149152542372882,3.419961622895218,218175190028427.38,0.0,0
4.149152542372882,3.4994956141253395,191832741465643.62,0.0,0
4.149152542372882,3.5790296053554607,156064652107611.56,0.0,0
4.149152542372882,3.6585635965855823,120919802377229.61,0.0,0
4.149152542372882,3.7380975878157034,96995013537681.22,0.0,0
4.149152542372882,3.817631579045825,80384208049982.19,0.0,0
4.149152542372882,3.8971655702759462,68339488412331.98,0.0,0
4.149152542372882,3.9766995615060674,59336751160695.57,0.0,0
4.149152542372882,4.056233552736189,52503330795417.414,0.0,0
4.149152542372882,4.135767543966311,47133526868128.4,0.0,0
4.149152542372882,4.215301535196431,42799312016183.54,0.0,0
4.149152542372882,4.294835526426553,39301784025127.18,0.0,0
4.149152542372882,4.374369517656675,36420260612290.43,0.0,0
4.149152542372882,4.453903508886795,34008244640368.88,0.0,0
4.149152542372882,4.533437500116917,31980829003733.66,0.0,0
4.149152542372882,4.6129714913470385,30243035518470.367,0.0,0
4.149152542372882,4.692505482577159,28752225260227.0,0.0,0
4.149152542372882,4.772039473807281,27467246647143.367,0.0,0
4.149152542372882,4.8515734650374025,26338623934027.656,0.0,0
4.149152542372882,4.931107456267524,25364539776071.742,0.0,0
4.149152542372882,5.010641447497645,24485353415752.195,0.0,0
4.149152542372882,5.0901754387277665,23724749474241.0,0.0,0
4.149152542372882,5.169709429957888,23051704364650.19,0.0,0
4.149152542372882,5.249243421188009,22453912507861.836,0.0,0
4.149152542372882,5.32877741241813,21923641631131.227,0.0,0
4.149152542372882,5.408311403648252,21455264119095.55,0.0,0
4.149152542372882,5.487845394878374,21048742936123.887,0.0,0
4.149152542372882,5.567379386108494,20685858805154.15,0.0,0
4.149152542372882,5.646913377338616,20366095000947.965,0.0,0
4.149152542372882,5.726447368568738,20095258321110.348,0.0,0
4.149152542372882,5.805981359798858,19869139020578.703,0.0,0
4.149152542372882,5.88551535102898,19684233907677.24,0.0,0
4.149152542372882,5.9650493422591016,19527444972966.844,0.0,0
4.149152542372882,6.044583333489222,19407811155150.383,0.0,0
4.149152542372882,6.124117324719344,19325504746339.04,0.0,0
4.149152542372882,6.2036513159494655,19276747329860.67,0.0,0
4.149152542372882,6.283185307179586,19259611757667.86,0.0,0
4.2237288135593225,0.0,19346669707162.855,0.0,0
4.2237288135593225,0.07953399123012135,19363484324705.008,0.0,0
4.2237288135593225,0.1590679824602427,19414076903480.176,0.0,0
4.2237288135593225,0.23860197369036407,19498046417669.562,0.0,0
4.2237288135593225,0.3181359649204854,19618244483802.09,0.0,0
4.2237288135593225,0.39766995615060674,19771865857702.242,0.0,0
4.2237288135593225,0.47720394738072813,19967094012423.473,0.0,0
4.2237288135593225,0.5567379386108494,20192712031811.01,0.0,0
4.2237288135593225,0.6362719298409708,20473841770953.918,0.0,0
4.2237288135593225,0.7158059210710922,20782938679249.68,0.0,0
4.2237288135593225,0.7953399123012135,21153274303091.62,0.0,0
4.2237288135593225,0.8748739035313349,21567527179739.426,0.0,0
4.2237288135593225,0.9544078947614563,22043849728451.05,0.0,0
4.2237288135593225,1.0339418859915777,22592344942092.824,0.0,0
4.2237288135593225,1.1134758772216988,23203020709553.242,0.0,0
4.2237288135593225,1.1930098684518202,23873909142304.16,0.0,0
4.2237288135593225,1.2725438596819416,24665095591534.785,0.0,0
4.2237288135593225,1.352077850912063,25526953344251.605,0.0,0
4.2237288135593225,1.4316118421421844,26556330962640.01,0.0,0
4.2237288135593225,1.5111458333723056,27706199176377.98,0.0,0
4.2237288135593225,1.590679824602427,29059327444388.258,0.0,0
4.2237288135593225,1.6702138158325484,30541255594944.715,0.0,0
4.2237288135593225,1.7497478070626697,32307344478645.746,0.0,0
4.2237288135593225,1.8292817982927911,34371622341929.402,0.0,0
4.2237288135593225,1.9088157895229125,36838838754756.64,0.0,0
4.2237288135593225,1.9883497807530337,39794477559028.65,0.0,0
4.2237288135593225,2.0678837719831553,43397244026979.016,0.0,0
4.2237288135593225,2.1474177632132765,47829631692353.734,0.0,0
4.2237288135593225,2.2269517544433977,53371560699188.59,0.0,0
4.2237288135593225,2.3064857456735193,60484270060974.05,0.0,0
4.2237288135593225,2.3860197369036404,69766920654119.49,0.0,0
4.2237288135593225,2.465553728133762,82265454919495.1,0.0,0
4.2237288135593225,2.5450877193638832,99640015890101.31,0.0,0
4.2237288135593225,2.6246217105940044,124692571356704.62,0.0,0
4.2237288135593225,2.704155701824126,162408634966614.88,0.0,0
4.2237288135593225,2.783689693054247,198593859203734.75,0.0,0
4.2237288135593225,2.863223684284369,226442721618092.25,0.0,0
4.2237288135593225,2.94275767551449,247133729330155.56,0.0,0
4.2237288135593225,3.022291666744611,260452712840372.38,0.0,0
4.2237288135593225,3.1018256579747328,266814632358300.53,0.0,0
4.2237288135593225,3.181359649204854,266954121926302.8,0.0,0
4.2237288135593225,3.2608936404349755,260532084525664.12,0.0,0
4.2237288135593225,3.3404276316650967,247149640366961.78,0.0,0
4.2237288135593225,3.419961622895218,226439039646539.62,0.0,0
4.2237288135593225,3.4994956141253395,198663364709577.84,0.0,0
4.2237288135593225,3.5790296053554607,162188226682614.56,0.0,0
4.2237288135593225,3.6585635965855823,124772546334275.28,0.0,0
4.2237288135593225,3.7380975878157034,99657567172255.31,0.0,0
4.2237288135593225,3.817631579045825,82236076597157.45,0.0,0
4.2237288135593225,3.8971655702759462,69756012618534.61,0.0,0
4.2237288135593225,3.9766995615060674,60493069571919.12,0.0,0
4.2237288135593225,4.056233552736189,53378932932824.94,0.0,0
4.2237288135593225,4.135767543966311,47802568363097.37,0.0,0
4.2237288135593225,4.215301535196431,43399724557767.07,0.0,0
4.2237288135593225,4.294835526426553,39778149875491.41,0.0,0
4.2237288135593225,4.374369517656675,36837797720648.87,0.0,0
4.2237288135593225,4.453903508886795,34388239363023.35,0.0,0
4.2237288135593225,4.533437500116917,32304633983044.176,0.0,0
4.2237288135593225,4.6129714913470385,30544295292545.574,0.0,0
4.2237288135593225,4.692505482577159,29052496566744.63,0.0,0
4.2237288135593225,4.772039473807281,27704899498070.668,0.0,0
4.2237288135593225,4.8515734650374025,26556106232935.613,0.0,0
4.2237288135593225,4.931107456267524,25552483425592.984,0.0,0
4.2237288135593225,5.010641447497645,24663731450515.75,0.0,0
4.2237288135593225,5.0901754387277665,23896032078199.527,0.0,0
4.2237288135593225,5.169709429957888,23190365700879.984,0.0,0
4.2237288135593225,5.249243421188009,22589140419955.684,0.0,0
4.2237288135593225,5.32877741241813,22046381207549.832,0.0,0
4.2237288135593225,5.408311403648252,21581330952124.45,0.0,0
4.2237288135593225,5.487845394878374,21157587407493.527,0.0,0
4.2237288135593225,5.567379386108494,20787242358636.16,0.0,0
4.2237288135593225,5.646913377338616,20468307752082.52,0.0,0
4.2237288135593225,5.726447368568738,20197919867488.42,0.0,0
4.2237288135593225,5.805981359798858,19966321621800.223,0.0,0
4.2237288135593225,5.88551535102898,19774903969188.89,0.0,0
4.2237288135593225,5.9650493422591016,19620051381464.164,0.0,0
4.2237288135593225,6.044583333489222,19494986719768.074,0.0,0
4.2237288135593225,6.124117324719344,19415155192526.867,0.0,0
4.2237288135593225,6.2036513159494655,19363885294811.453,0.0,0
4.2237288135593225,6.283185307179586,19346669707166.992,0.0,0
4.2983050847457624,0.0,19431739540333.066,0.0,0
4.2983050847457624,0.07953399123012135,19448242795052.188,0.0,0
4.2983050847457624,0.1590679824602427,19499361717825.15,0.0,0
4.2983050847457624,0.23860197369036407,19587388097174.69,0.0,0
4.2983050847457624,0.3181359649204854,19707213562026.285,0.0,0
4.2983050847457624,0.39766995615060674,19858664751486.652,0.0,0
4.2983050847457624,0.47720394738072813,20056443246241.04,0.0,0
4.2983050847457624,0.5567379386108494,20303600204035.31,0.0,0
4.2983050847457624,0.6362719298409708,20571674545089.04,0.0,0
4.2983050847457624,0.7158059210710922,20897274070501.28,0.0,0
4.2983050847457624,0.7953399123012135,21261530733589.54,0.0,0
4.2983050847457624,0.8748739035313349,21694134335756.32,0.0,0
4.2983050847457624,0.9544078947614563,22174930457261.15,0.0,0
4.2983050847457624,1.0339418859915777,22716304065602.293,0.0,0
4.2983050847457624,1.1134758772216988,23324352862507.79,0.0,0
4.2983050847457624,1.1930098684518202,24032732361778.586,0.0,0
4.2983050847457624,1.2725438596819416,24840146596739.383,0.0,0
4.2983050847457624,1.352077850912063,25720149678922.11,0.0,0
4.2983050847457624,1.4316118421421844,26747936932856.363,0.0,0
4.2983050847457624,1.5111458333723056,27926915055662.53,0.0,0
4.2983050847457624,1.590679824602427,29267907878085.9,0.0,0
4.2983050847457624,1.6702138158325484,30812380678849.637,0.0,0
4.2983050847457624,1.7497478070626697,32620694374062.402,0.0,0
4.2983050847457624,1.8292817982927911,34739007814460.637,0.0,0
4.2983050847457624,1.9088157895229125,37253864068098.914,0.0,0
4.2983050847457624,1.9883497807530337,40281913478487.57,0.0,0
4.2983050847457624,2.0678837719831553,43967581443733.086,0.0,0
4.2983050847457624,2.1474177632132765,48491165251029.695,0.0,0
4.2983050847457624,2.2269517544433977,54188817191483.55,0.0,0
4.2983050847457624,2.3064857456735193,61511447635009.82,0.0,0
4.2983050847457624,2.3860197369036404,71129764326491.4,0.0,0
4.2983050847457624,2.465553728133762,84090715387104.98,0.0,0
4.2983050847457624,2.5450877193638832,102200175978439.47,0.0,0
4.2983050847457624,2.6246217105940044,128570245774190.77,0.0,0
4.2983050847457624,2.704155701824126,168350282935715.47,0.0,0
4.2983050847457624,2.783689693054247,205629296237393.12,0.0,0
4.2983050847457624,2.863223684284369,235118167408585.1,0.0,0
4.2983050847457624,2.94275767551449,256878414119380.9,0.0,0
4.2983050847457624,3.022291666744611,270846386179619.47,0.0,0
4.2983050847457624,3.1018256579747328,277594573255888.28,0.0,0
4.2983050847457624,3.181359649204854,277535958723327.75,0.0,0
4.2983050847457624,3.2608936404349755,270569401753132.38,0.0,0
4.2983050847457624,3.3404276316650967,256918621148544.53,0.0,0
4.2983050847457624,3.419961622895218,234941363136592.62,0.0,0
4.2983050847457624,3.4994956141253395,205587605151747.12,0.0,0
4.2983050847457624,3.5790296053554607,168378860762850.7,0.0,0
4.2983050847457624,3.6585635965855823,128572850375089.92,0.0,0
4.2983050847457624,3.7380975878157034,102231330232805.61,0.0,0
4.2983050847457624,3.817631579045825,84078242989346.45,0.0,0
4.2983050847457624,3.8971655702759462,71179822900829.47,0.0,0
4.2983050847457624,3.9766995615060674,61499888708171.62,0.0,0
4.2983050847457624,4.056233552736189,54182526448655.18,0.0,0
4.2983050847457624,4.135767543966311,48490190149861.14,0.0,0
4.2983050847457624,4.215301535196431,43936026216272.914,0.0,0
4.2983050847457624,4.294835526426553,40292083822358.15,0.0,0
4.2983050847457624,4.374369517656675,37269364301407.914,0.0,0
4.2983050847457624,4.453903508886795,34737274750101.414,0.0,0
4.2983050847457624,4.533437500116917,32598538691855.09,0.0,0
4.2983050847457624,4.6129714913470385,30820590808005.246,0.0,0
4.2983050847457624,4.692505482577159,29281262755086.938,0.0,0
4.2983050847457624,4.772039473807281,27936414874095.824,0.0,0
4.2983050847457624,4.8515734650374025,26736925568326.59,0.0,0
4.2983050847457624,4.931107456267524,25717429878313.793,0.0,0
4.2983050847457624,5.010641447497645,24824323292159.168,0.0,0
4.2983050847457624,5.0901754387277665,24052461240610.223,0.0,0
4.2983050847457624,5.169709429957888,23337371664086.06,0.0,0
4.2983050847457624,5.249243421188009,22716613070377.047,0.0,0
4.2983050847457624,5.32877741241813,22178488563699.906,0.0,0
4.2983050847457624,5.408311403648252,21699491937018.26,0.0,0
4.2983050847457624,5.487845394878374,21260139579455.344,0.0,0
4.2983050847457624,5.567379386108494,20892469952276.613,0.0,0
4.2983050847457624,5.646913377338616,20568444884860.773,0.0,0
4.2983050847457624,5.726447368568738,20295302916469.77,0.0,0
4.2983050847457624,5.805981359798858,20060048740571.55,0.0,0
4.2983050847457624,5.88551535102898,19866408086458.145,0.0,0
4.2983050847457624,5.9650493422591016,19706280042914.145,0.0,0
4.2983050847457624,6.044583333489222,19583499491529.785,0.0,0
4.2983050847457624,6.124117324719344,19499990709201.746,0.0,0
4.2983050847457624,6.2036513159494655,19448620148758.43,0.0,0
4.2983050847457624,6.283185307179586,19431739540335.57,0.0,0
4.372881355932203,0.0,19514743152469.938,0.0,0
4.372881355932203,0.07953399123012135,19532763994733.11,0.0,0
4.372881355932203,0.1590679824602427,19583725517227.465,0.0,0
4.372881355932203,0.23860197369036407,19670941673054.203,0.0,0
4.372881355932203,0.3181359649204854,19794460319795.32,0.0,0
4.372881355932203,0.39766995615060674,19954786916349.246,0.0,0
4.372881355932203,0.47720394738072813,20153436916860.54,0.0,0
4.372881355932203,0.5567379386108494,20387284598805.312,0.0,0
4.372881355932203,0.6362719298409708,20672330101170.785,0.0,0
4.372881355932203,0.7158059210710922,21008826329079.855,0.0,0
4.372881355932203,0.7953399123012135,21379160777440.883,0.0,0
4.372881355932203,0.8748739035313349,21811623670104.06,0.0,0
4.372881355932203,0.9544078947614563,22293822823811.54,0.0,0
4.372881355932203,1.0339418859915777,22848093990299.164,0.0,0
4.372881355932203,1.1134758772216988,23468730050848.9,0.0,0
4.372881355932203,1.1930098684518202,24191619270207.37,0.0,0
4.372881355932203,1.2725438596819416,25013629362739.94,0.0,0
4.372881355932203,1.352077850912063,25885602009375.785,0.0,0
4.372881355932203,1.4316118421421844,26951670838686.543,0.0,0
4.372881355932203,1.5111458333723056,28139673185686.062,0.0,0
4.372881355932203,1.590679824602427,29497415013683.13,0.0,0
4.372881355932203,1.6702138158325484,31086410414953.32,0.0,0
4.372881355932203,1.7497478070626697,32966990075237.938,0.0,0
4.372881355932203,1.8292817982927911,35046259527718.07,0.0,0
4.372881355932203,1.9088157895229125,37646485356848.41,0.0,0
4.372881355932203,1.9883497807530337,40730812624598.305,0.0,0
4.372881355932203,2.0678837719831553,44485110350367.79,0.0,0
4.372881355932203,2.1474177632132765,49153161589237.5,0.0,0
4.372881355932203,2.2269517544433977,54993224317217.24,0.0,0
4.372881355932203,2.3064857456735193,62514064613247.41,0.0,0
4.372881355932203,2.3860197369036404,72422229411562.31,0.0,0
4.372881355932203,2.465553728133762,85843876059701.77,0.0,0
4.372881355932203,2.5450877193638832,104676779251051.36,0.0,0
4.372881355932203,2.6246217105940044,132360640385165.39,0.0,0
4.372881355932203,2.704155701824126,174277668612465.97,0.0,0
4.372881355932203,2.783689693054247,212544196095565.12,0.0,0
4.372881355932203,2.863223684284369,243938046217272.28,0.0,0
4.372881355932203,2.94275767551449,266844343091165.94,0.0,0
4.372881355932203,3.022291666744611,281277312327067.4,0.0,0
4.372881355932203,3.1018256579747328,288366373538976.4,0.0,0
4.372881355932203,3.181359649204854,288293948866386.9,0.0,0
4.372881355932203,3.2608936404349755,281398114865888.4,0.0,0
4.372881355932203,3.3404276316650967,266855533428962.5,0.0,0
4.372881355932203,3.419961622895218,243919710642969.44,0.0,0
4.372881355932203,3.4994956141253395,212581555401405.9,0.0,0
4.372881355932203,3.5790296053554607,174327376984456.28,0.0,0
4.372881355932203,3.6585635965855823,132233088378999.39,0.0,0
4.372881355932203,3.7380975878157034,104653345807158.53,0.0,0
4.372881355932203,3.817631579045825,85843883821039.84,0.0,0
4.372881355932203,3.8971655702759462,72411290591458.4,0.0,0
4.372881355932203,3.9766995615060674,62522878973255.945,0.0,0
4.372881355932203,4.056233552736189,55023889856281.09,0.0,0
4.372881355932203,4.135767543966311,49162276273913.695,0.0,0
4.372881355932203,4.215301535196431,44501668852422.56,0.0,0
4.372881355932203,4.294835526426553,40764706860693.625,0.0,0
4.372881355932203,4.374369517656675,37630671266983.73,0.0,0
4.372881355932203,4.453903508886795,35089728119273.137,0.0,0
4.372881355932203,4.533437500116917,32908940394834.383,0.0,0
4.372881355932203,4.6129714913470385,31059336017390.59,0.0,0
4.372881355932203,4.692505482577159,29504833365603.234,0.0,0
4.372881355932203,4.772039473807281,28148598284105.145,0.0,0
