Gain [dB],Phase [rad],Amplitude [dBm]
3.8271,1.4320422345823915,-45.482398986816406
3.8271,1.5110445645628447,-45.26774597167969
3.8271,1.5910469240367215,-45.39216613769531
3.8271,1.6700492540171747,-45.48138427734375
3.8271,1.750051613491051,-45.476356506347656
3.8271,1.8290539434715043,-45.47592926025391
3.8271,1.909056302945381,-45.30583190917969
3.8271,1.9880586329258343,-45.478363037109375
3.8271,2.0680609923997113,-45.57361602783203
3.8271,2.147063322380164,-45.38808441162109
3.8271,2.2270656818540404,-45.39940643310547
3.8271,2.306068011834494,-45.40003967285156
3.8271,2.386070371308371,-45.509857177734375
3.8271,2.466072730782247,-45.34185028076172
3.8271,2.5450750607627,-45.64703369140625
3.8271,2.6250774202365768,-45.45250701904297
3.8271,2.7040797502170304,-45.51361846923828
3.8271,2.7840821096909063,-45.45349884033203
3.8271,2.86308443967136,-44.86334991455078
3.8271,2.9430867991452363,-45.45079803466797
3.8271,3.0220891291256895,-45.52706909179688
3.8271,3.1020914885995663,-45.42762756347656
3.8271,3.18109381858002,-45.58562469482422
3.8271,3.2610961780538963,-45.624420166015625
3.8271,3.3400985080343495,-45.38762664794922
3.8271,3.420100867508226,-45.35301208496094
3.8271,3.499103197488679,-45.451263427734375
3.8271,3.5791055569625563,-45.46636199951172
3.8271,3.6591079164364317,-45.43292999267578
3.8271,3.738110246416886,-45.52825927734375
3.8271,3.818112605890762,-45.48554992675781
3.8271,3.8971149358712154,-45.355613708496094
3.8271,3.9771172953450917,-45.58000183105469
3.8271,4.056119625325545,-45.44922637939453
3.8271,4.136121984799423,-45.50664520263672
3.8271,4.2151243147798745,-45.57275390625
3.8271,4.295126674253751,-45.52573394775391
3.8271,4.374129004234204,-45.45874786376953
3.8271,4.454131363708081,-45.38320159912109
3.8271,4.5331336936885345,-45.34228515625
3.8271,4.613136053162412,-45.31458282470703
3.8271,4.693138412636288,-45.528602600097656
3.8271,4.772140742616742,-45.56963348388672
3.8271,4.852143102090618,-45.47252655029297
3.8271,4.931145432071071,-45.49459838867188
3.8271,5.011147791544948,-45.58455657958984
3.8271,5.0901501215254,-45.53179931640625
3.8271,5.170152480999278,-45.33830261230469
3.8271,5.2491548109797295,-45.460227966308594
3.8271,5.329157170453607,-45.46880340576172
3.8271,5.408159500434061,-45.49724578857422
3.8271,5.488161859907938,-45.57093811035156
3.8271,5.56716418988839,-45.61174774169922
3.8271,5.647166549362267,-45.50811004638672
3.8271,5.72616887934272,-45.42597961425781
3.8271,5.806171238816597,-45.389892578125
3.8271,5.886173598290473,-45.58165740966797
3.8271,5.965175928270926,-45.48239135742188
3.8271,6.045178287744803,-45.43198394775391
3.8271,6.124180617725256,-45.5052490234375
3.8271,6.204182977199133,-45.51245880126953
3.8271,6.283185307179586,-45.467506408691406
3.9576,0.0,-45.30020904541016
3.9576,0.08000235947387664,-45.3988037109375
3.9576,0.1590046894543298,-45.4825439453125
3.9576,0.23900704892820643,-45.432464599609375
3.9576,0.3180093789086596,-45.50738525390625
3.9576,0.3980117383825363,-45.44864654541016
3.9576,0.4770140683629894,-45.52046203613281
3.9576,0.5570164278368661,-45.53266906738281
3.9576,0.6360187578173192,-45.35845184326172
3.9576,0.7160211172911958,-45.43779754638672
3.9576,0.7950234472716491,-45.417137145996094
3.9576,0.8750258067455255,-45.56890869140625
3.9576,0.9540281367259787,-45.52888488769531
3.9576,1.0340304961998557,-45.43871307373047
3.9576,1.1130328261803086,-45.481590270996094
3.9576,1.1930351856541854,-45.46385192871094
3.9576,1.2730375451280618,-45.62293243408203
3.9576,1.3520398751085152,-45.50303649902344
3.9576,1.4320422345823915,-45.54643249511719
3.9576,1.5110445645628447,-45.58715057373047
3.9576,1.5910469240367215,-45.51407623291016
3.9576,1.6700492540171747,-45.6304931640625
3.9576,1.750051613491051,-45.439735412597656
3.9576,1.8290539434715043,-45.3182373046875
3.9576,1.909056302945381,-45.50818634033203
3.9576,1.9880586329258343,-45.47691345214844
3.9576,2.0680609923997113,-45.30712127685547
3.9576,2.147063322380164,-45.43872833251953
3.9576,2.2270656818540404,-45.547142028808594
3.9576,2.306068011834494,-45.46934509277344
3.9576,2.386070371308371,-45.56749725341797
3.9576,2.466072730782247,-45.46102142333984
3.9576,2.5450750607627,-45.40779876708984
3.9576,2.6250774202365768,-45.41954803466797
3.9576,2.7040797502170304,-45.572357177734375
3.9576,2.7840821096909063,-45.47671508789063
3.9576,2.86308443967136,-45.49072265625
3.9576,2.9430867991452363,-45.52715301513672
3.9576,3.0220891291256895,-45.4686279296875
3.9576,3.1020914885995663,-45.40973663330078
3.9576,3.18109381858002,-45.58900451660156
3.9576,3.2610961780538963,-45.42240905761719
3.9576,3.3400985080343495,-45.41596221923828
3.9576,3.420100867508226,-45.406028747558594
3.9576,3.499103197488679,-45.50697326660156
3.9576,3.5791055569625563,-45.374488830566406
3.9576,3.6591079164364317,-45.42963409423828
3.9576,3.738110246416886,-45.511680603027344
3.9576,3.818112605890762,-45.36100006103516
3.9576,3.8971149358712154,-45.548614501953125
3.9576,3.9771172953450917,-45.350616455078125
3.9576,4.056119625325545,-45.44886016845703
3.9576,4.136121984799423,-45.346038818359375
3.9576,4.2151243147798745,-45.56075286865234
3.9576,4.295126674253751,-45.36471557617188
3.9576,4.374129004234204,-45.52554321289063
3.9576,4.454131363708081,-45.507843017578125
3.9576,4.5331336936885345,-45.41329956054688
3.9576,4.613136053162412,-45.40889739990234
3.9576,4.693138412636288,-45.45835113525391
3.9576,4.772140742616742,-45.498329162597656
3.9576,4.852143102090618,-45.46568298339844
3.9576,4.931145432071071,-45.50505828857422
3.9576,5.011147791544948,-45.54785919189453
3.9576,5.0901501215254,-45.46270751953125
3.9576,5.170152480999278,-45.33103942871094
3.9576,5.2491548109797295,-45.547760009765625
3.9576,5.329157170453607,-45.45562744140625
3.9576,5.408159500434061,-45.47135925292969
3.9576,5.488161859907938,-45.412017822265625
3.9576,5.56716418988839,-45.52458953857422
3.9576,5.647166549362267,-45.2900390625
3.9576,5.72616887934272,-45.5009765625
3.9576,5.806171238816597,-45.46256256103516
3.9576,5.886173598290473,-45.44859313964844
3.9576,5.965175928270926,-45.492713928222656
3.9576,6.045178287744803,-45.44445037841797
3.9576,6.124180617725256,-45.529930114746094
3.9576,6.204182977199133,-45.5465087890625
3.9576,6.283185307179586,-45.50252532958984
4.0881,0.0,-45.6229248046875
4.0881,0.08000235947387664,-45.46718597412109
4.0881,0.1590046894543298,-45.46040344238281
4.0881,0.23900704892820643,-45.48111724853516
4.0881,0.3180093789086596,-45.30721282958984
4.0881,0.3980117383825363,-45.37032318115234
4.0881,0.4770140683629894,-45.562530517578125
4.0881,0.5570164278368661,-45.44474792480469
4.0881,0.6360187578173192,-45.472747802734375
4.0881,0.7160211172911958,-45.64012908935547
4.0881,0.7950234472716491,-45.41326904296875
4.0881,0.8750258067455255,-45.45669555664063
4.0881,0.9540281367259787,-45.45947265625
4.0881,1.0340304961998557,-45.472991943359375
4.0881,1.1130328261803086,-45.48878479003906
4.0881,1.1930351856541854,-45.42781829833984
4.0881,1.2730375451280618,-45.35874938964844
4.0881,1.3520398751085152,-45.3692626953125
4.0881,1.4320422345823915,-45.293487548828125
4.0881,1.5110445645628447,-45.54643249511719
4.0881,1.5910469240367215,-45.38582611083984
4.0881,1.6700492540171747,-45.50225067138672
4.0881,1.750051613491051,-45.49341583251953
4.0881,1.8290539434715043,-45.454833984375
4.0881,1.909056302945381,-45.46066284179688
4.0881,1.9880586329258343,-45.51886749267578
4.0881,2.0680609923997113,-45.25886535644531
4.0881,2.147063322380164,-45.47454071044922
4.0881,2.2270656818540404,-45.50537872314453
4.0881,2.306068011834494,-45.55503845214844
4.0881,2.386070371308371,-45.53095245361328
4.0881,2.466072730782247,-45.37385559082031
4.0881,2.5450750607627,-45.431434631347656
4.0881,2.6250774202365768,-45.347206115722656
4.0881,2.7040797502170304,-45.510704040527344
4.0881,2.7840821096909063,-45.5044174194336
4.0881,2.86308443967136,-45.48664093017578
4.0881,2.9430867991452363,-45.48640441894531
4.0881,3.0220891291256895,-45.593238830566406
4.0881,3.1020914885995663,-45.5186767578125
4.0881,3.18109381858002,-45.27538299560547
4.0881,3.2610961780538963,-45.49829864501953
4.0881,3.3400985080343495,-45.563575744628906
4.0881,3.420100867508226,-45.5821533203125
4.0881,3.499103197488679,-45.35265350341797
4.0881,3.5791055569625563,-45.53813171386719
4.0881,3.6591079164364317,-45.43502807617188
4.0881,3.738110246416886,-45.47447967529297
4.0881,3.818112605890762,-45.29594421386719
4.0881,3.8971149358712154,-45.48030090332031
4.0881,3.9771172953450917,-45.54363250732422
4.0881,4.056119625325545,-45.43513488769531
4.0881,4.136121984799423,-45.64190673828125
4.0881,4.2151243147798745,-45.41658782958984
4.0881,4.295126674253751,-45.54473114013672
4.0881,4.374129004234204,-45.532012939453125
4.0881,4.454131363708081,-45.50180816650391
4.0881,4.5331336936885345,-45.532371520996094
4.0881,4.613136053162412,-45.46955871582031
4.0881,4.693138412636288,-45.49874114990234
4.0881,4.772140742616742,-45.36373901367188
4.0881,4.852143102090618,-45.60092926025391
4.0881,4.931145432071071,-45.49871826171875
4.0881,5.011147791544948,-45.58033752441406
4.0881,5.0901501215254,-45.35992431640625
4.0881,5.170152480999278,-45.489479064941406
4.0881,5.2491548109797295,-45.56386566162109
4.0881,5.329157170453607,-45.317176818847656
4.0881,5.408159500434061,-45.55121612548828
4.0881,5.488161859907938,-45.514427185058594
4.0881,5.56716418988839,-45.48240661621094
4.0881,5.647166549362267,-45.3960189819336
4.0881,5.72616887934272,-45.38734436035156
4.0881,5.806171238816597,-45.52386474609375
4.0881,5.886173598290473,-45.42082977294922
4.0881,5.965175928270926,-45.470703125
4.0881,6.045178287744803,-45.56242370605469
4.0881,6.124180617725256,-45.39807891845703
4.0881,6.204182977199133,-45.519630432128906
4.0881,6.283185307179586,-45.49897003173828
4.2186,0.0,-45.41606140136719
4.2186,0.08000235947387664,-45.37055969238281
4.2186,0.1590046894543298,-45.44408416748047
4.2186,0.23900704892820643,-45.42198181152344
4.2186,0.3180093789086596,-45.255401611328125
4.2186,0.3980117383825363,-45.66130828857422
4.2186,0.4770140683629894,-45.509033203125
4.2186,0.5570164278368661,-45.512351989746094
4.2186,0.6360187578173192,-45.46305847167969
4.2186,0.7160211172911958,-45.585723876953125
4.2186,0.7950234472716491,-45.461204528808594
4.2186,0.8750258067455255,-45.50800323486328
4.2186,0.9540281367259787,-45.49989318847656
4.2186,1.0340304961998557,-45.56671142578125
4.2186,1.1130328261803086,-45.5830078125
4.2186,1.1930351856541854,-45.51643371582031
4.2186,1.2730375451280618,-45.61390686035156
4.2186,1.3520398751085152,-45.51771545410156
4.2186,1.4320422345823915,-45.55101776123047
4.2186,1.5110445645628447,-45.343505859375
4.2186,1.5910469240367215,-45.38471984863281
4.2186,1.6700492540171747,-45.610137939453125
4.2186,1.750051613491051,-45.52138519287109
4.2186,1.8290539434715043,-45.53443145751953
4.2186,1.909056302945381,-45.54053497314453
4.2186,1.9880586329258343,-45.45746612548828
4.2186,2.0680609923997113,-45.37914276123047
4.2186,2.147063322380164,-45.56723785400391
4.2186,2.2270656818540404,-45.38582611083984
4.2186,2.306068011834494,-45.56035614013672
4.2186,2.386070371308371,-45.46056365966797
4.2186,2.466072730782247,-45.32300567626953
4.2186,2.5450750607627,-45.497520446777344
4.2186,2.6250774202365768,-45.39420318603516
4.2186,2.7040797502170304,-45.272247314453125
4.2186,2.7840821096909063,-45.38008880615234
4.2186,2.86308443967136,-45.567413330078125
4.2186,2.9430867991452363,-45.43199157714844
4.2186,3.0220891291256895,-45.57783508300781
4.2186,3.1020914885995663,-45.41717529296875
4.2186,3.18109381858002,-45.5767822265625
4.2186,3.2610961780538963,-45.59980010986328
4.2186,3.3400985080343495,-45.54233551025391
4.2186,3.420100867508226,-45.27788543701172
4.2186,3.499103197488679,-45.444580078125
4.2186,3.5791055569625563,-45.65096282958984
4.2186,3.6591079164364317,-45.52171325683594
4.2186,3.738110246416886,-45.503814697265625
4.2186,3.818112605890762,-45.472930908203125
4.2186,3.8971149358712154,-45.55122375488281
4.2186,3.9771172953450917,-45.34808349609375
4.2186,4.056119625325545,-45.540771484375
4.2186,4.136121984799423,-45.373634338378906
4.2186,4.2151243147798745,-45.431671142578125
4.2186,4.295126674253751,-45.260040283203125
4.2186,4.374129004234204,-45.49280548095703
4.2186,4.454131363708081,-45.53076171875
4.2186,4.5331336936885345,-45.45477294921875
4.2186,4.613136053162412,-45.46417999267578
4.2186,4.693138412636288,-45.560646057128906
4.2186,4.772140742616742,-45.56528472900391
4.2186,4.852143102090618,-45.53287506103516
4.2186,4.931145432071071,-45.42826843261719
4.2186,5.011147791544948,-45.510520935058594
4.2186,5.0901501215254,-45.64556121826172
4.2186,5.170152480999278,-45.47888946533203
4.2186,5.2491548109797295,-45.54564666748047
4.2186,5.329157170453607,-45.22809600830078
4.2186,5.408159500434061,-45.361305236816406
4.2186,5.488161859907938,-45.56074523925781
4.2186,5.56716418988839,-45.32078552246094
4.2186,5.647166549362267,-45.36563873291016
4.2186,5.72616887934272,-45.60173034667969
4.2186,5.806171238816597,-45.47921752929688
4.2186,5.886173598290473,-45.28282928466797
4.2186,5.965175928270926,-45.48326873779297
4.2186,6.045178287744803,-45.560546875
4.2186,6.124180617725256,-45.551734924316406
4.2186,6.204182977199133,-45.61034393310547
4.2186,6.283185307179586,-45.47788238525391
4.3492,0.0,-45.54768371582031
4.3492,0.08000235947387664,-45.368560791015625
4.3492,0.1590046894543298,-45.506683349609375
4.3492,0.23900704892820643,-45.53587341308594
4.3492,0.3180093789086596,-45.485687255859375
4.3492,0.3980117383825363,-45.429161071777344
4.3492,0.4770140683629894,-45.26164245605469
4.3492,0.5570164278368661,-45.512481689453125
4.3492,0.6360187578173192,-45.51134490966797
4.3492,0.7160211172911958,-45.48493957519531
4.3492,0.7950234472716491,-45.494171142578125
4.3492,0.8750258067455255,-45.50176239013672
4.3492,0.9540281367259787,-45.53167724609375
4.3492,1.0340304961998557,-45.390380859375
4.3492,1.1130328261803086,-45.56800079345703
4.3492,1.1930351856541854,-45.490478515625
4.3492,1.2730375451280618,-45.588172912597656
4.3492,1.3520398751085152,-45.48263549804688
4.3492,1.4320422345823915,-45.527740478515625
4.3492,1.5110445645628447,-45.58509826660156
4.3492,1.5910469240367215,-45.5128173828125
4.3492,1.6700492540171747,-45.49114227294922
4.3492,1.750051613491051,-45.57884979248047
4.3492,1.8290539434715043,-45.51773071289063
4.3492,1.909056302945381,-45.47991180419922
4.3492,1.9880586329258343,-45.52881622314453
4.3492,2.0680609923997113,-45.55019378662109
4.3492,2.147063322380164,-45.37272644042969
4.3492,2.2270656818540404,-45.259765625
4.3492,2.306068011834494,-45.47968292236328
4.3492,2.386070371308371,-45.520957946777344
4.3492,2.466072730782247,-45.426300048828125
4.3492,2.5450750607627,-44.92130279541016
4.3492,2.6250774202365768,-45.61095428466797
4.3492,2.7040797502170304,-45.355743408203125
4.3492,2.7840821096909063,-45.480735778808594
4.3492,2.86308443967136,-45.564903259277344
4.3492,2.9430867991452363,-45.46990966796875
4.3492,3.0220891291256895,-45.56651306152344
4.3492,3.1020914885995663,-45.44857025146485
4.3492,3.18109381858002,-45.41716766357422
4.3492,3.2610961780538963,-45.35315704345703
4.3492,3.3400985080343495,-45.48206329345703
4.3492,3.420100867508226,-45.37945556640625
4.3492,3.499103197488679,-45.477516174316406
4.3492,3.5791055569625563,-45.368934631347656
4.3492,3.6591079164364317,-45.29462432861328
4.3492,3.738110246416886,-45.53033447265625
4.3492,3.818112605890762,-45.46260070800781
4.3492,3.8971149358712154,-45.567176818847656
4.3492,3.9771172953450917,-45.485382080078125
4.3492,4.056119625325545,-45.541290283203125
4.3492,4.136121984799423,-45.428070068359375
4.3492,4.2151243147798745,-45.53119659423828
4.3492,4.295126674253751,-45.39445495605469
4.3492,4.374129004234204,-45.3355712890625
4.3492,4.454131363708081,-45.54375457763672
4.3492,4.5331336936885345,-45.578712463378906
4.3492,4.613136053162412,-45.501800537109375
4.3492,4.693138412636288,-45.59132385253906
4.3492,4.772140742616742,-45.31312561035156
4.3492,4.852143102090618,-45.445838928222656
